label,text,text_np,text_tokens,text_nostop,text_lem
ham,J’ai une super nouvelle à t’annoncer !,j’ai une super nouvelle à t’annoncer ,"['j', '’', 'ai', 'une', 'super', 'nouvelle', 'à', 't', '’', 'annoncer']","['’', 'super', 'nouvelle', '’', 'annoncer']","['’', 'super', 'nouveau', '’', 'annoncer']"
ham,Je suis bloqué dans les embouteillages…,je suis bloqué dans les embouteillages…,"['je', 'suis', 'bloqué', 'dans', 'les', 'embouteillages…']","['bloqué', 'embouteillages…']","['bloquer', 'embouteillage', '…']"
spam,Félicitations ! Vous êtes éligible pour un prêt de 5000 €. Contactez-nous dès maintenant !,félicitations  vous êtes éligible pour un prêt de 5000 € contacteznous dès maintenant ,"['félicitations', 'vous', 'êtes', 'éligible', 'pour', 'un', 'prêt', 'de', '5000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitations', 'éligible', 'prêt', '5000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitation', 'éligible', 'prêt', '5000', 'euro', 'contacteznous', 'dès', 'maintenant']"
spam,"Votre abonnement Netflix a expiré, mettez à jour vos informations ici : www.fake-netflix.com",votre abonnement netflix a expiré mettez à jour vos informations ici  wwwfakenetflixcom,"['votre', 'abonnement', 'netflix', 'a', 'expiré', 'mettez', 'à', 'jour', 'vos', 'informations', 'ici', 'wwwfakenetflixcom']","['abonnement', 'netflix', 'expiré', 'mettez', 'jour', 'informations', 'ici', 'wwwfakenetflixcom']","['abonnemer', 'netflix', 'expirer', 'mettre', 'jour', 'information', 'ici', 'wwwfakenetflixcom']"
ham,Tu peux me rappeler quand tu es dispo ?,tu peux me rappeler quand tu es dispo ,"['tu', 'peux', 'me', 'rappeler', 'quand', 'tu', 'es', 'dispo']","['peux', 'rappeler', 'quand', 'dispo']","['peu', 'rappeler', 'quand', 'dispo']"
spam,Achetez maintenant et recevez un bonus de 100€ en cashback.,achetez maintenant et recevez un bonus de 100€ en cashback,"['achetez', 'maintenant', 'et', 'recevez', 'un', 'bonus', 'de', '100€', 'en', 'cashback']","['achetez', 'maintenant', 'recevez', 'bonus', '100€', 'cashback']","['acheter', 'maintenant', 'recevoir', 'bonus', '100', 'euro', 'cashback']"
spam,Participez à notre tirage au sort pour gagner une voiture neuve !,participez à notre tirage au sort pour gagner une voiture neuve ,"['participez', 'à', 'notre', 'tirage', 'au', 'sort', 'pour', 'gagner', 'une', 'voiture', 'neuve']","['participez', 'tirage', 'sort', 'gagner', 'voiture', 'neuve']","['participer', 'tirage', 'sortir', 'gagner', 'voiture', 'neuf']"
spam,"Votre ordinateur est infecté, téléchargez notre antivirus gratuit !",votre ordinateur est infecté téléchargez notre antivirus gratuit ,"['votre', 'ordinateur', 'est', 'infecté', 'téléchargez', 'notre', 'antivirus', 'gratuit']","['ordinateur', 'infecté', 'téléchargez', 'antivirus', 'gratuit']","['ordinateur', 'infecté', 'télécharger', 'antiviru', 'gratuit']"
spam,Gagnez 500€ immédiatement en répondant à ce sondage !,gagnez 500€ immédiatement en répondant à ce sondage ,"['gagnez', '500€', 'immédiatement', 'en', 'répondant', 'à', 'ce', 'sondage']","['gagnez', '500€', 'immédiatement', 'répondant', 'sondage']","['gagnez', '500', 'euro', 'immédiatement', 'répondre', 'sondage']"
spam,Découvrez comment obtenir un prêt sans intérêt immédiatement.,découvrez comment obtenir un prêt sans intérêt immédiatement,"['découvrez', 'comment', 'obtenir', 'un', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrez', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrir', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']"
ham,Comment s'est passée ta journée ?,comment sest passée ta journée ,"['comment', 'sest', 'passée', 'ta', 'journée']","['comment', 'sest', 'passée', 'journée']","['comment', 'sest', 'passer', 'journée']"
ham,"J’espère que tu vas bien, ça fait longtemps !",j’espère que tu vas bien ça fait longtemps ,"['j', '’', 'espère', 'que', 'tu', 'vas', 'bien', 'ça', 'fait', 'longtemps']","['’', 'espère', 'vas', 'bien', 'ça', 'fait', 'longtemps']","['’', 'espérer', 'aller', 'bien', 'cela', 'faire', 'longtemps']"
spam,Téléchargez cette application et recevez un bon d’achat de 50€.,téléchargez cette application et recevez un bon d’achat de 50€,"['téléchargez', 'cette', 'application', 'et', 'recevez', 'un', 'bon', 'd', '’', 'achat', 'de', '50€']","['téléchargez', 'cette', 'application', 'recevez', 'bon', '’', 'achat', '50€']","['télécharger', 'ce', 'application', 'recevoir', 'bon', '’', 'achat', '50', 'euro']"
ham,Peux-tu acheter du pain en rentrant ?,peuxtu acheter du pain en rentrant ,"['peuxtu', 'acheter', 'du', 'pain', 'en', 'rentrant']","['peuxtu', 'acheter', 'pain', 'rentrant']","['peuxtu', 'acheter', 'pain', 'rentrant']"
ham,Merci encore pour hier soir !,merci encore pour hier soir ,"['merci', 'encore', 'pour', 'hier', 'soir']","['merci', 'encore', 'hier', 'soir']","['merci', 'encore', 'hier', 'soir']"
ham,"On part en week-end, ça va être génial !",on part en weekend ça va être génial ,"['on', 'part', 'en', 'weekend', 'ça', 'va', 'être', 'génial']","['part', 'weekend', 'ça', 'va', 'être', 'génial']","['part', 'weekend', 'cela', 'aller', 'être', 'génial']"
spam,Les 10 premiers inscrits recevront un cadeau spécial !,les 10 premiers inscrits recevront un cadeau spécial ,"['les', '10', 'premiers', 'inscrits', 'recevront', 'un', 'cadeau', 'spécial']","['10', 'premiers', 'inscrits', 'recevront', 'cadeau', 'spécial']","['10', 'premier', 'inscrit', 'recevoir', 'cadeau', 'spécial']"
spam,Essayez notre programme minceur GRATUITEMENT pendant 30 jours !,essayez notre programme minceur gratuitement pendant 30 jours ,"['essayez', 'notre', 'programme', 'minceur', 'gratuitement', 'pendant', '30', 'jours']","['essayez', 'programme', 'minceur', 'gratuitement', 'pendant', '30', 'jours']","['essayer', 'programme', 'minceur', 'gratuitement', 'pendant', '30', 'jour']"
spam,Téléchargez cette application et recevez un bon d’achat de 50€.,téléchargez cette application et recevez un bon d’achat de 50€,"['téléchargez', 'cette', 'application', 'et', 'recevez', 'un', 'bon', 'd', '’', 'achat', 'de', '50€']","['téléchargez', 'cette', 'application', 'recevez', 'bon', '’', 'achat', '50€']","['télécharger', 'ce', 'application', 'recevoir', 'bon', '’', 'achat', '50', 'euro']"
ham,J’ai une super nouvelle à t’annoncer !,j’ai une super nouvelle à t’annoncer ,"['j', '’', 'ai', 'une', 'super', 'nouvelle', 'à', 't', '’', 'annoncer']","['’', 'super', 'nouvelle', '’', 'annoncer']","['’', 'super', 'nouveau', '’', 'annoncer']"
spam,Il ne reste que quelques heures pour profiter de cette offre exceptionnelle.,il ne reste que quelques heures pour profiter de cette offre exceptionnelle,"['il', 'ne', 'reste', 'que', 'quelques', 'heures', 'pour', 'profiter', 'de', 'cette', 'offre', 'exceptionnelle']","['reste', 'quelques', 'heures', 'profiter', 'cette', 'offre', 'exceptionnelle']","['reste', 'quelque', 'heure', 'profiter', 'ce', 'offre', 'exceptionnel']"
ham,Je suis ravi de te revoir bientôt !,je suis ravi de te revoir bientôt ,"['je', 'suis', 'ravi', 'de', 'te', 'revoir', 'bientôt']","['ravi', 'revoir', 'bientôt']","['ravi', 'revoir', 'bientôt']"
ham,"Merci pour ton aide, c’était top !",merci pour ton aide c’était top ,"['merci', 'pour', 'ton', 'aide', 'c', '’', 'était', 'top']","['merci', 'aide', '’', 'top']","['merci', 'aide', '’', 'top']"
ham,Je suis super content pour toi !,je suis super content pour toi ,"['je', 'suis', 'super', 'content', 'pour', 'toi']","['super', 'content']","['super', 'content']"
ham,"J’espère que tu vas bien, ça fait longtemps !",j’espère que tu vas bien ça fait longtemps ,"['j', '’', 'espère', 'que', 'tu', 'vas', 'bien', 'ça', 'fait', 'longtemps']","['’', 'espère', 'vas', 'bien', 'ça', 'fait', 'longtemps']","['’', 'espérer', 'aller', 'bien', 'cela', 'faire', 'longtemps']"
ham,"Hey Camille, tu viens à la fête ce weekend ?",hey camille tu viens à la fête ce weekend ,"['hey', 'camille', 'tu', 'viens', 'à', 'la', 'fête', 'ce', 'weekend']","['hey', 'camille', 'viens', 'fête', 'weekend']","['hey', 'camill', 'vien', 'fête', 'weekend']"
ham,J’ai une super nouvelle à t’annoncer !,j’ai une super nouvelle à t’annoncer ,"['j', '’', 'ai', 'une', 'super', 'nouvelle', 'à', 't', '’', 'annoncer']","['’', 'super', 'nouvelle', '’', 'annoncer']","['’', 'super', 'nouveau', '’', 'annoncer']"
ham,"Hey Pierre, tu viens à la fête ce weekend ?",hey pierre tu viens à la fête ce weekend ,"['hey', 'pierre', 'tu', 'viens', 'à', 'la', 'fête', 'ce', 'weekend']","['hey', 'pierre', 'viens', 'fête', 'weekend']","['hey', 'pierre', 'vien', 'fête', 'weekend']"
spam,Dernière chance de profiter de cette offre incroyable !,dernière chance de profiter de cette offre incroyable ,"['dernière', 'chance', 'de', 'profiter', 'de', 'cette', 'offre', 'incroyable']","['dernière', 'chance', 'profiter', 'cette', 'offre', 'incroyable']","['dernier', 'chance', 'profiter', 'ce', 'offre', 'incroyable']"
ham,Je suis bloqué dans les embouteillages…,je suis bloqué dans les embouteillages…,"['je', 'suis', 'bloqué', 'dans', 'les', 'embouteillages…']","['bloqué', 'embouteillages…']","['bloquer', 'embouteillage', '…']"
ham,On se retrouve devant le cinéma à 20h ?,on se retrouve devant le cinéma à 20h ,"['on', 'se', 'retrouve', 'devant', 'le', 'cinéma', 'à', '20h']","['retrouve', 'devant', 'cinéma', '20h']","['retrouve', 'devant', 'cinéma', '20h']"
spam,"URGENT : Votre carte SIM sera désactivée sous 24h, suivez ce lien : www.operateur-fake.com",urgent  votre carte sim sera désactivée sous 24h suivez ce lien  wwwoperateurfakecom,"['urgent', 'votre', 'carte', 'sim', 'sera', 'désactivée', 'sous', '24h', 'suivez', 'ce', 'lien', 'wwwoperateurfakecom']","['urgent', 'carte', 'sim', 'désactivée', 'sous', '24h', 'suivez', 'lien', 'wwwoperateurfakecom']","['urgent', 'carte', 'sim', 'désactiver', 'sou', '24h', 'suivez', 'lien', 'wwwoperateurfakecom']"
spam,Félicitations ! Vous avez gagné un prix de 1000 €. Cliquez ici pour réclamer : www.fakelink2.com,félicitations  vous avez gagné un prix de 1000 € cliquez ici pour réclamer  wwwfakelink2com,"['félicitations', 'vous', 'avez', 'gagné', 'un', 'prix', 'de', '1000', '€', 'cliquez', 'ici', 'pour', 'réclamer', 'wwwfakelink2com']","['félicitations', 'gagné', 'prix', '1000', '€', 'cliquez', 'ici', 'réclamer', 'wwwfakelink2com']","['félicitation', 'gagner', 'prix', '1000', 'euro', 'cliquer', 'ici', 'réclamer', 'wwwfakelink2com']"
spam,Téléchargez cette application et recevez un bon d’achat de 50€.,téléchargez cette application et recevez un bon d’achat de 50€,"['téléchargez', 'cette', 'application', 'et', 'recevez', 'un', 'bon', 'd', '’', 'achat', 'de', '50€']","['téléchargez', 'cette', 'application', 'recevez', 'bon', '’', 'achat', '50€']","['télécharger', 'ce', 'application', 'recevoir', 'bon', '’', 'achat', '50', 'euro']"
ham,J’ai trouvé une super recette à tester.,j’ai trouvé une super recette à tester,"['j', '’', 'ai', 'trouvé', 'une', 'super', 'recette', 'à', 'tester']","['’', 'trouvé', 'super', 'recette', 'tester']","['’', 'trouver', 'super', 'recette', 'tester']"
ham,"Salut, je t'envoie le document par email. Merci !",salut je tenvoie le document par email merci ,"['salut', 'je', 'tenvoie', 'le', 'document', 'par', 'email', 'merci']","['salut', 'tenvoie', 'document', 'email', 'merci']","['salut', 'tenvoie', 'document', 'e-mail', 'merci']"
ham,"Salut Luc, ça va ? On se voit ce soir pour le dîner ?",salut luc ça va  on se voit ce soir pour le dîner ,"['salut', 'luc', 'ça', 'va', 'on', 'se', 'voit', 'ce', 'soir', 'pour', 'le', 'dîner']","['salut', 'luc', 'ça', 'va', 'voit', 'soir', 'dîner']","['salut', 'luc', 'cela', 'aller', 'voir', 'soir', 'dîner']"
ham,On se retrouve au café à 15h ?,on se retrouve au café à 15h ,"['on', 'se', 'retrouve', 'au', 'café', 'à', '15h']","['retrouve', 'café', '15h']","['retrouver', 'café', '15h']"
ham,"Ne t’inquiète pas, tout va bien se passer.",ne t’inquiète pas tout va bien se passer,"['ne', 't', '’', 'inquiète', 'pas', 'tout', 'va', 'bien', 'se', 'passer']","['’', 'inquiète', 'tout', 'va', 'bien', 'passer']","['’', 'inquiet', 'tout', 'aller', 'bien', 'passer']"
spam,Découvrez comment obtenir un prêt sans intérêt immédiatement.,découvrez comment obtenir un prêt sans intérêt immédiatement,"['découvrez', 'comment', 'obtenir', 'un', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrez', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrir', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']"
spam,Il ne reste que quelques heures pour profiter de cette offre exceptionnelle.,il ne reste que quelques heures pour profiter de cette offre exceptionnelle,"['il', 'ne', 'reste', 'que', 'quelques', 'heures', 'pour', 'profiter', 'de', 'cette', 'offre', 'exceptionnelle']","['reste', 'quelques', 'heures', 'profiter', 'cette', 'offre', 'exceptionnelle']","['reste', 'quelque', 'heure', 'profiter', 'ce', 'offre', 'exceptionnel']"
ham,"Bonjour Thomas, tu veux qu'on aille prendre un café demain ?",bonjour thomas tu veux quon aille prendre un café demain ,"['bonjour', 'thomas', 'tu', 'veux', 'quon', 'aille', 'prendre', 'un', 'café', 'demain']","['bonjour', 'thomas', 'veux', 'quon', 'aille', 'prendre', 'café', 'demain']","['bonjour', 'thomas', 'veux', 'quon', 'aill', 'prendre', 'café', 'demain']"
ham,As-tu vu mon dernier message ?,astu vu mon dernier message ,"['astu', 'vu', 'mon', 'dernier', 'message']","['astu', 'vu', 'dernier', 'message']","['astu', 'voir', 'dernier', 'message']"
spam,Félicitations ! Vous avez gagné un prix de 20000 €. Cliquez ici pour réclamer : www.fakelink3.com,félicitations  vous avez gagné un prix de 20000 € cliquez ici pour réclamer  wwwfakelink3com,"['félicitations', 'vous', 'avez', 'gagné', 'un', 'prix', 'de', '20000', '€', 'cliquez', 'ici', 'pour', 'réclamer', 'wwwfakelink3com']","['félicitations', 'gagné', 'prix', '20000', '€', 'cliquez', 'ici', 'réclamer', 'wwwfakelink3com']","['félicitation', 'gagner', 'prix', '20000', 'euro', 'cliquer', 'ici', 'réclamer', 'wwwfakelink3com']"
ham,"Merci pour ton cadeau, j’adore !",merci pour ton cadeau j’adore ,"['merci', 'pour', 'ton', 'cadeau', 'j', '’', 'adore']","['merci', 'cadeau', '’', 'adore']","['merci', 'cadeau', '’', 'adorer']"
spam,Découvrez comment obtenir un prêt sans intérêt immédiatement.,découvrez comment obtenir un prêt sans intérêt immédiatement,"['découvrez', 'comment', 'obtenir', 'un', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrez', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrir', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']"
spam,"N'attendez plus, votre chance de devenir riche est ici.",nattendez plus votre chance de devenir riche est ici,"['nattendez', 'plus', 'votre', 'chance', 'de', 'devenir', 'riche', 'est', 'ici']","['nattendez', 'plus', 'chance', 'devenir', 'riche', 'ici']","['nattendez', 'plus', 'chance', 'devenir', 'riche', 'ici']"
spam,Les 10 premiers inscrits recevront un cadeau spécial !,les 10 premiers inscrits recevront un cadeau spécial ,"['les', '10', 'premiers', 'inscrits', 'recevront', 'un', 'cadeau', 'spécial']","['10', 'premiers', 'inscrits', 'recevront', 'cadeau', 'spécial']","['10', 'premier', 'inscrit', 'recevoir', 'cadeau', 'spécial']"
spam,"N'attendez plus, votre chance de devenir riche est ici.",nattendez plus votre chance de devenir riche est ici,"['nattendez', 'plus', 'votre', 'chance', 'de', 'devenir', 'riche', 'est', 'ici']","['nattendez', 'plus', 'chance', 'devenir', 'riche', 'ici']","['nattendez', 'plus', 'chance', 'devenir', 'riche', 'ici']"
ham,Fais attention en rentrant ce soir.,fais attention en rentrant ce soir,"['fais', 'attention', 'en', 'rentrant', 'ce', 'soir']","['fais', 'attention', 'rentrant', 'soir']","['fai', 'attention', 'rentrer', 'soir']"
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour.",j’ai croisé paul aujourd’hui il te passe le bonjour,"['j', '’', 'ai', 'croisé', 'paul', 'aujourd', '’', 'hui', 'il', 'te', 'passe', 'le', 'bonjour']","['’', 'croisé', 'paul', 'aujourd', '’', 'hui', 'passe', 'bonjour']","['’', 'croiser', 'paul', 'aujourd', '’', 'hui', 'passer', 'bonjour']"
ham,"On se voit bientôt, hâte de te retrouver !",on se voit bientôt hâte de te retrouver ,"['on', 'se', 'voit', 'bientôt', 'hâte', 'de', 'te', 'retrouver']","['voit', 'bientôt', 'hâte', 'retrouver']","['voir', 'bientôt', 'hâter', 'retrouver']"
spam,Besoin d’argent rapidement ? Recevez 1000€ dès aujourd’hui !,besoin d’argent rapidement  recevez 1000€ dès aujourd’hui ,"['besoin', 'd', '’', 'argent', 'rapidement', 'recevez', '1000€', 'dès', 'aujourd', '’', 'hui']","['besoin', '’', 'argent', 'rapidement', 'recevez', '1000€', 'dès', 'aujourd', '’', 'hui']","['besoin', '’', 'arger', 'rapidement', 'recevoir', '1000', 'euro', 'dès', 'aujourd', '’', 'hui']"
spam,"Vous avez un message vocal non lu, écoutez-le ici.",vous avez un message vocal non lu écoutezle ici,"['vous', 'avez', 'un', 'message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lire', 'écoutezle', 'ici']"
ham,"Merci pour ton aide, c’était top !",merci pour ton aide c’était top ,"['merci', 'pour', 'ton', 'aide', 'c', '’', 'était', 'top']","['merci', 'aide', '’', 'top']","['merci', 'aide', '’', 'top']"
spam,Téléchargez cette application et obtenez une récompense instantanée !,téléchargez cette application et obtenez une récompense instantanée ,"['téléchargez', 'cette', 'application', 'et', 'obtenez', 'une', 'récompense', 'instantanée']","['téléchargez', 'cette', 'application', 'obtenez', 'récompense', 'instantanée']","['télécharger', 'ce', 'application', 'obtenir', 'récompense', 'instantané']"
spam,"Achetez 1 produit, obtenez-en 3 gratuitement !",achetez 1 produit obtenezen 3 gratuitement ,"['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['acheter', '1', 'produit', 'obtenezen', '3', 'gratuitement']"
ham,Je suis super content pour toi !,je suis super content pour toi ,"['je', 'suis', 'super', 'content', 'pour', 'toi']","['super', 'content']","['super', 'content']"
ham,"Je viens d’arriver, où es-tu ?",je viens d’arriver où estu ,"['je', 'viens', 'd', '’', 'arriver', 'où', 'estu']","['viens', '’', 'arriver', 'où', 'estu']","['vien', '’', 'arriver', 'où', 'estu']"
spam,Le secret des millionnaires enfin révélé : inscrivez-vous gratuitement.,le secret des millionnaires enfin révélé  inscrivezvous gratuitement,"['le', 'secret', 'des', 'millionnaires', 'enfin', 'révélé', 'inscrivezvous', 'gratuitement']","['secret', 'millionnaires', 'enfin', 'révélé', 'inscrivezvous', 'gratuitement']","['secret', 'millionnaire', 'enfin', 'révéler', 'inscrivezvou', 'gratuitement']"
spam,Besoin d’argent rapidement ? Recevez 1000€ dès aujourd’hui !,besoin d’argent rapidement  recevez 1000€ dès aujourd’hui ,"['besoin', 'd', '’', 'argent', 'rapidement', 'recevez', '1000€', 'dès', 'aujourd', '’', 'hui']","['besoin', '’', 'argent', 'rapidement', 'recevez', '1000€', 'dès', 'aujourd', '’', 'hui']","['besoin', '’', 'arger', 'rapidement', 'recevoir', '1000', 'euro', 'dès', 'aujourd', '’', 'hui']"
spam,Félicitations ! Vous avez gagné un prix de 5000 €. Cliquez ici pour réclamer : www.fakelink2.com,félicitations  vous avez gagné un prix de 5000 € cliquez ici pour réclamer  wwwfakelink2com,"['félicitations', 'vous', 'avez', 'gagné', 'un', 'prix', 'de', '5000', '€', 'cliquez', 'ici', 'pour', 'réclamer', 'wwwfakelink2com']","['félicitations', 'gagné', 'prix', '5000', '€', 'cliquez', 'ici', 'réclamer', 'wwwfakelink2com']","['félicitation', 'gagner', 'prix', '5000', 'euro', 'cliquer', 'ici', 'réclamer', 'wwwfakelink2com']"
ham,"J'ai adoré notre sortie d’hier, à refaire !",jai adoré notre sortie d’hier à refaire ,"['jai', 'adoré', 'notre', 'sortie', 'd', '’', 'hier', 'à', 'refaire']","['jai', 'adoré', 'sortie', '’', 'hier', 'refaire']","['jai', 'adorer', 'sortir', '’', 'hier', 'refaire']"
spam,Il ne reste que quelques heures pour profiter de cette offre exceptionnelle.,il ne reste que quelques heures pour profiter de cette offre exceptionnelle,"['il', 'ne', 'reste', 'que', 'quelques', 'heures', 'pour', 'profiter', 'de', 'cette', 'offre', 'exceptionnelle']","['reste', 'quelques', 'heures', 'profiter', 'cette', 'offre', 'exceptionnelle']","['reste', 'quelque', 'heure', 'profiter', 'ce', 'offre', 'exceptionnel']"
ham,"Ne t’inquiète pas, tout va bien se passer.",ne t’inquiète pas tout va bien se passer,"['ne', 't', '’', 'inquiète', 'pas', 'tout', 'va', 'bien', 'se', 'passer']","['’', 'inquiète', 'tout', 'va', 'bien', 'passer']","['’', 'inquiet', 'tout', 'aller', 'bien', 'passer']"
spam,Profitez d’un cashback de 100€ sur vos prochains achats !,profitez d’un cashback de 100€ sur vos prochains achats ,"['profitez', 'd', '’', 'un', 'cashback', 'de', '100€', 'sur', 'vos', 'prochains', 'achats']","['profitez', '’', 'cashback', '100€', 'prochains', 'achats']","['profiter', '’', 'cashback', '100', 'euro', 'prochain', 'achat']"
ham,Je suis ravi de te revoir bientôt !,je suis ravi de te revoir bientôt ,"['je', 'suis', 'ravi', 'de', 'te', 'revoir', 'bientôt']","['ravi', 'revoir', 'bientôt']","['ravi', 'revoir', 'bientôt']"
spam,Votre compte WhatsApp sera supprimé si vous ne mettez pas à jour vos informations.,votre compte whatsapp sera supprimé si vous ne mettez pas à jour vos informations,"['votre', 'compte', 'whatsapp', 'sera', 'supprimé', 'si', 'vous', 'ne', 'mettez', 'pas', 'à', 'jour', 'vos', 'informations']","['compte', 'whatsapp', 'supprimé', 'si', 'mettez', 'jour', 'informations']","['compte', 'whatsapp', 'supprimer', 'si', 'mettre', 'jour', 'information']"
ham,Tu peux me rappeler quand tu es dispo ?,tu peux me rappeler quand tu es dispo ,"['tu', 'peux', 'me', 'rappeler', 'quand', 'tu', 'es', 'dispo']","['peux', 'rappeler', 'quand', 'dispo']","['peu', 'rappeler', 'quand', 'dispo']"
spam,Félicitations ! Vous êtes éligible pour un prêt de 5000 €. Contactez-nous dès maintenant !,félicitations  vous êtes éligible pour un prêt de 5000 € contacteznous dès maintenant ,"['félicitations', 'vous', 'êtes', 'éligible', 'pour', 'un', 'prêt', 'de', '5000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitations', 'éligible', 'prêt', '5000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitation', 'éligible', 'prêt', '5000', 'euro', 'contacteznous', 'dès', 'maintenant']"
spam,Achetez maintenant et recevez un bonus de 100€ en cashback.,achetez maintenant et recevez un bonus de 100€ en cashback,"['achetez', 'maintenant', 'et', 'recevez', 'un', 'bonus', 'de', '100€', 'en', 'cashback']","['achetez', 'maintenant', 'recevez', 'bonus', '100€', 'cashback']","['acheter', 'maintenant', 'recevoir', 'bonus', '100', 'euro', 'cashback']"
ham,On mange ensemble demain midi ?,on mange ensemble demain midi ,"['on', 'mange', 'ensemble', 'demain', 'midi']","['mange', 'ensemble', 'demain', 'midi']","['mange', 'ensembl', 'demain', 'midi']"
spam,Urgent : Mise à jour de vos informations de sécurité requise.,urgent  mise à jour de vos informations de sécurité requise,"['urgent', 'mise', 'à', 'jour', 'de', 'vos', 'informations', 'de', 'sécurité', 'requise']","['urgent', 'mise', 'jour', 'informations', 'sécurité', 'requise']","['urgent', 'mise', 'jour', 'information', 'sécurité', 'requérir']"
ham,N’oublie pas notre réunion demain matin à 9h.,n’oublie pas notre réunion demain matin à 9h,"['n', '’', 'oublie', 'pas', 'notre', 'réunion', 'demain', 'matin', 'à', '9h']","['’', 'oublie', 'réunion', 'demain', 'matin', '9h']","['’', 'oublier', 'réunion', 'demain', 'matin', '9h']"
ham,Tu veux un café ?,tu veux un café ,"['tu', 'veux', 'un', 'café']","['veux', 'café']","['veux', 'café']"
spam,"Achetez 1 produit, obtenez-en 3 gratuitement !",achetez 1 produit obtenezen 3 gratuitement ,"['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['acheter', '1', 'produit', 'obtenezen', '3', 'gratuitement']"
spam,"Investissez 100€, gagnez 1000€ en une semaine !",investissez 100€ gagnez 1000€ en une semaine ,"['investissez', '100€', 'gagnez', '1000€', 'en', 'une', 'semaine']","['investissez', '100€', 'gagnez', '1000€', 'semaine']","['investir', '100', 'euro', 'gagnez', '1000', 'euro', 'semaine']"
ham,Coucou ! Tu as fini ton travail ? On se retrouve à le cinéma ?,coucou  tu as fini ton travail  on se retrouve à le cinéma ,"['coucou', 'tu', 'as', 'fini', 'ton', 'travail', 'on', 'se', 'retrouve', 'à', 'le', 'cinéma']","['coucou', 'fini', 'travail', 'retrouve', 'cinéma']","['coucou', 'finir', 'travail', 'retrouver', 'cinéma']"
spam,"Vous avez un colis en attente, confirmez vos informations ici : www.livraison-fake.com",vous avez un colis en attente confirmez vos informations ici  wwwlivraisonfakecom,"['vous', 'avez', 'un', 'colis', 'en', 'attente', 'confirmez', 'vos', 'informations', 'ici', 'wwwlivraisonfakecom']","['colis', 'attente', 'confirmez', 'informations', 'ici', 'wwwlivraisonfakecom']","['colis', 'attente', 'confirmer', 'information', 'ici', 'wwwlivraisonfakecom']"
spam,"Votre compte PayPal a été compromis, réinitialisez votre mot de passe ici.",votre compte paypal a été compromis réinitialisez votre mot de passe ici,"['votre', 'compte', 'paypal', 'a', 'été', 'compromis', 'réinitialisez', 'votre', 'mot', 'de', 'passe', 'ici']","['compte', 'paypal', 'compromis', 'réinitialisez', 'mot', 'passe', 'ici']","['compte', 'paypal', 'compromettre', 'réinitialiser', 'mot', 'passer', 'ici']"
spam,"Attention : Votre compte Facebook a été piraté, réinitialisez votre mot de passe ici.",attention  votre compte facebook a été piraté réinitialisez votre mot de passe ici,"['attention', 'votre', 'compte', 'facebook', 'a', 'été', 'piraté', 'réinitialisez', 'votre', 'mot', 'de', 'passe', 'ici']","['attention', 'compte', 'facebook', 'piraté', 'réinitialisez', 'mot', 'passe', 'ici']","['attention', 'compte', 'facebook', 'pirater', 'réinitialisez', 'mot', 'passer', 'ici']"
ham,"On se voit bientôt, hâte de te retrouver !",on se voit bientôt hâte de te retrouver ,"['on', 'se', 'voit', 'bientôt', 'hâte', 'de', 'te', 'retrouver']","['voit', 'bientôt', 'hâte', 'retrouver']","['voir', 'bientôt', 'hâter', 'retrouver']"
spam,"Votre ordinateur est infecté, téléchargez notre antivirus gratuit !",votre ordinateur est infecté téléchargez notre antivirus gratuit ,"['votre', 'ordinateur', 'est', 'infecté', 'téléchargez', 'notre', 'antivirus', 'gratuit']","['ordinateur', 'infecté', 'téléchargez', 'antivirus', 'gratuit']","['ordinateur', 'infecté', 'télécharger', 'antiviru', 'gratuit']"
ham,On se retrouve au café à 15h ?,on se retrouve au café à 15h ,"['on', 'se', 'retrouve', 'au', 'café', 'à', '15h']","['retrouve', 'café', '15h']","['retrouver', 'café', '15h']"
