label,text,text_np,text_tokens,text_nostop,text_lem,length,punc%,cap%
spam,"Profitez d’une offre exclusive, mais dépêchez-vous, stock limité !",profitez d’une offre exclusive mais dépêchezvous stock limité ,"['profitez', 'd', '’', 'une', 'offre', 'exclusive', 'mais', 'dépêchezvous', 'stock', 'limité']","['profitez', '’', 'offre', 'exclusive', 'dépêchezvous', 'stock', 'limité']","['profiter', '’', 'offrir', 'exclusif', 'dépêchezvou', 'stock', 'limité']",0.569620253164557,0.575,0.017937219730941707
spam,Découvrez comment obtenir un prêt sans intérêt immédiatement.,découvrez comment obtenir un prêt sans intérêt immédiatement,"['découvrez', 'comment', 'obtenir', 'un', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrez', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrir', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']",0.5189873417721519,0.15833333333333333,0.026905829596412557
spam,Ne ratez pas cette opportunité unique de gagner gros !,ne ratez pas cette opportunité unique de gagner gros ,"['ne', 'ratez', 'pas', 'cette', 'opportunité', 'unique', 'de', 'gagner', 'gros']","['ratez', 'cette', 'opportunité', 'unique', 'gagner', 'gros']","['rater', 'ce', 'opportunité', 'unique', 'gagner', 'gros']",0.40506329113924056,0.1833333333333333,0.04035874439461882
ham,Tu veux un café ?,tu veux un café ,"['tu', 'veux', 'un', 'café']","['veux', 'café']","['veux', 'café']",0.0,0.6416666666666666,0.2869955156950673
ham,Comment s'est passée ta journée ?,comment sest passée ta journée ,"['comment', 'sest', 'passée', 'ta', 'journée']","['comment', 'sest', 'passée', 'journée']","['comment', 'sest', 'passer', 'journée']",0.189873417721519,0.5916666666666666,0.10313901345291479
spam,"Votre facture téléphonique est en attente de paiement, régularisez ici.",votre facture téléphonique est en attente de paiement régularisez ici,"['votre', 'facture', 'téléphonique', 'est', 'en', 'attente', 'de', 'paiement', 'régularisez', 'ici']","['facture', 'téléphonique', 'attente', 'paiement', 'régularisez', 'ici']","['factur', 'téléphonique', 'attente', 'paiement', 'régulariser', 'ici']",0.620253164556962,0.26666666666666666,0.013452914798206282
spam,Téléchargez cette application et obtenez une récompense instantanée !,téléchargez cette application et obtenez une récompense instantanée ,"['téléchargez', 'cette', 'application', 'et', 'obtenez', 'une', 'récompense', 'instantanée']","['téléchargez', 'cette', 'application', 'obtenez', 'récompense', 'instantanée']","['télécharger', 'ce', 'application', 'obtenir', 'récompense', 'instantané']",0.6075949367088608,0.13333333333333333,0.013452914798206282
ham,On se retrouve devant le cinéma à 20h ?,on se retrouve devant le cinéma à 20h ,"['on', 'se', 'retrouve', 'devant', 'le', 'cinéma', 'à', '20h']","['retrouve', 'devant', 'cinéma', '20h']","['retrouve', 'devant', 'cinéma', '20h']",0.22784810126582278,0.26666666666666666,0.08520179372197312
spam,"Achetez 1 produit, obtenez-en 3 gratuitement !",achetez 1 produit obtenezen 3 gratuitement ,"['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['achetez', '1', 'produit', 'obtenezen', '3', 'gratuitement']","['acheter', '1', 'produit', 'obtenezen', '3', 'gratuitement']",0.3417721518987342,0.625,0.05381165919282512
spam,Félicitations ! Vous êtes éligible pour un prêt de 5000 €. Contactez-nous dès maintenant !,félicitations  vous êtes éligible pour un prêt de 5000 € contacteznous dès maintenant ,"['félicitations', 'vous', 'êtes', 'éligible', 'pour', 'un', 'prêt', 'de', '5000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitations', 'éligible', 'prêt', '5000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitation', 'éligible', 'prêt', '5000', 'euro', 'contacteznous', 'dès', 'maintenant']",0.7974683544303798,0.44166666666666665,0.11659192825112108
ham,Je passe te voir cet après-midi.,je passe te voir cet aprèsmidi,"['je', 'passe', 'te', 'voir', 'cet', 'aprèsmidi']","['passe', 'voir', 'cet', 'aprèsmidi']","['passer', 'voir', 'ce', 'aprèsmidi']",0.17721518987341772,0.6166666666666666,0.10762331838565023
ham,"Salut, tu viens toujours ce soir ?",salut tu viens toujours ce soir ,"['salut', 'tu', 'viens', 'toujours', 'ce', 'soir']","['salut', 'viens', 'toujours', 'soir']","['salut', 'vien', 'toujours', 'soir']",0.189873417721519,0.5916666666666666,0.10313901345291479
ham,"Salut, je t'envoie le document par email. Merci !",salut je tenvoie le document par email merci ,"['salut', 'je', 'tenvoie', 'le', 'document', 'par', 'email', 'merci']","['salut', 'tenvoie', 'document', 'email', 'merci']","['salut', 'tenvoie', 'document', 'e-mail', 'merci']",0.35443037974683544,0.8166666666666667,0.16143497757847539
spam,"Crédit rapide sans enquête, obtenez 5000€ en moins de 24h.",crédit rapide sans enquête obtenez 5000€ en moins de 24h,"['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'en', 'moins', 'de', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'moins', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenir', '5000', 'euro', 'moins', '24h']",0.45569620253164556,0.3416666666666667,0.03139013452914798
spam,"Un virement de 1000€ a été effectué sur votre compte, cliquez ici pour le recevoir.",un virement de 1000€ a été effectué sur votre compte cliquez ici pour le recevoir,"['un', 'virement', 'de', '1000€', 'a', 'été', 'effectué', 'sur', 'votre', 'compte', 'cliquez', 'ici', 'pour', 'le', 'recevoir']","['virement', '1000€', 'effectué', 'compte', 'cliquez', 'ici', 'recevoir']","['virement', '1000', 'euro', 'effectuer', 'compte', 'cliquer', 'ici', 'recevoir']",0.7088607594936709,0.2416666666666667,0.004484304932735432
spam,"Nous avons un super investissement pour vous, contactez-nous maintenant.",nous avons un super investissement pour vous contacteznous maintenant,"['nous', 'avons', 'un', 'super', 'investissement', 'pour', 'vous', 'contacteznous', 'maintenant']","['super', 'investissement', 'contacteznous', 'maintenant']","['super', 'investissement', 'contacteznous', 'maintenant']",0.6455696202531646,0.39166666666666666,0.013452914798206282
spam,Protégez vos informations bancaires dès maintenant.,protégez vos informations bancaires dès maintenant,"['protégez', 'vos', 'informations', 'bancaires', 'dès', 'maintenant']","['protégez', 'informations', 'bancaires', 'dès', 'maintenant']","['protéger', 'information', 'bancaire', 'dès', 'maintenant']",0.4177215189873418,0.1833333333333333,0.04035874439461882
spam,Trop beau pour être vrai ? Essayez et voyez par vous-même !,trop beau pour être vrai  essayez et voyez par vousmême ,"['trop', 'beau', 'pour', 'être', 'vrai', 'essayez', 'et', 'voyez', 'par', 'vousmême']","['trop', 'beau', 'être', 'vrai', 'essayez', 'voyez', 'vousmême']","['trop', 'beau', 'être', 'vrai', 'essayez', 'voir', 'vousmême']",0.44303797468354433,0.5166666666666666,0.13004484304932737
ham,Tu peux me rappeler quand tu es dispo ?,tu peux me rappeler quand tu es dispo ,"['tu', 'peux', 'me', 'rappeler', 'quand', 'tu', 'es', 'dispo']","['peux', 'rappeler', 'quand', 'dispo']","['peu', 'rappeler', 'quand', 'dispo']",0.22784810126582278,0.26666666666666666,0.08520179372197312
ham,"Je suis en vacances, c’est top ici !",je suis en vacances c’est top ici ,"['je', 'suis', 'en', 'vacances', 'c', '’', 'est', 'top', 'ici']","['vacances', '’', 'top', 'ici']","['vacance', '’', 'top', 'ici']",0.20253164556962028,0.575,0.09417040358744397
spam,"Nouveau job à domicile, gagnez jusqu’à 3000€ par mois !",nouveau job à domicile gagnez jusqu’à 3000€ par mois ,"['nouveau', 'job', 'à', 'domicile', 'gagnez', 'jusqu', '’', 'à', '3000€', 'par', 'mois']","['nouveau', 'job', 'domicile', 'gagnez', 'jusqu', '’', '3000€', 'mois']","['nouveau', 'job', 'domicil', 'gagnez', 'jusqu', '’', '3000', '€', 'mois']",0.4177215189873418,0.3583333333333333,0.04035874439461882
spam,Vous devez confirmer votre compte IMMEDIATEMENT pour éviter la suppression.,vous devez confirmer votre compte immediatement pour éviter la suppression,"['vous', 'devez', 'confirmer', 'votre', 'compte', 'immediatement', 'pour', 'éviter', 'la', 'suppression']","['devez', 'confirmer', 'compte', 'immediatement', 'éviter', 'suppression']","['devoir', 'confirmer', 'compte', 'immediatement', 'éviter', 'suppression']",0.6708860759493671,0.125,0.8923766816143498
spam,"Investissez 100€, gagnez 1000€ en une semaine !",investissez 100€ gagnez 1000€ en une semaine ,"['investissez', '100€', 'gagnez', '1000€', 'en', 'une', 'semaine']","['investissez', '100€', 'gagnez', '1000€', 'semaine']","['investir', '100', 'euro', 'gagnez', '1000', 'euro', 'semaine']",0.3417721518987342,0.41666666666666663,0.05381165919282512
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard.",bonjour je suis occupé en ce moment je te rappelle plus tard,"['bonjour', 'je', 'suis', 'occupé', 'en', 'ce', 'moment', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'occupé', 'moment', 'rappelle', 'plus', 'tard']","['bonjour', 'occuper', 'moment', 'rappell', 'plus', 'tard']",0.49367088607594933,0.4833333333333334,0.11210762331838567
ham,"Hey Pierre, tu viens à la fête ce weekend ?",hey pierre tu viens à la fête ce weekend ,"['hey', 'pierre', 'tu', 'viens', 'à', 'la', 'fête', 'ce', 'weekend']","['hey', 'pierre', 'viens', 'fête', 'weekend']","['hey', 'pierre', 'vien', 'fête', 'weekend']",0.2658227848101266,0.4916666666666666,0.20627802690582958
ham,J’ai trouvé une super recette à tester.,j’ai trouvé une super recette à tester,"['j', '’', 'ai', 'trouvé', 'une', 'super', 'recette', 'à', 'tester']","['’', 'trouvé', 'super', 'recette', 'tester']","['’', 'trouver', 'super', 'recette', 'tester']",0.25316455696202533,0.25,0.07623318385650224
ham,Tu veux un café ?,tu veux un café ,"['tu', 'veux', 'un', 'café']","['veux', 'café']","['veux', 'café']",0.0,0.6416666666666666,0.2869955156950673
ham,Passe une bonne journée !,passe une bonne journée ,"['passe', 'une', 'bonne', 'journée']","['passe', 'bonne', 'journée']","['passer', 'bon', 'journée']",0.10126582278481011,0.39999999999999997,0.15695067264573992
spam,Besoin d’argent rapidement ? Recevez 1000€ dès aujourd’hui !,besoin d’argent rapidement  recevez 1000€ dès aujourd’hui ,"['besoin', 'd', '’', 'argent', 'rapidement', 'recevez', '1000€', 'dès', 'aujourd', '’', 'hui']","['besoin', '’', 'argent', 'rapidement', 'recevez', '1000€', 'dès', 'aujourd', '’', 'hui']","['besoin', '’', 'arger', 'rapidement', 'recevoir', '1000', 'euro', 'dès', 'aujourd', '’', 'hui']",0.49367088607594933,0.31666666666666665,0.11210762331838567
ham,"Merci pour ton cadeau, j’adore !",merci pour ton cadeau j’adore ,"['merci', 'pour', 'ton', 'cadeau', 'j', '’', 'adore']","['merci', 'cadeau', '’', 'adore']","['merci', 'cadeau', '’', 'adorer']",0.17721518987341772,0.6166666666666666,0.10762331838565023
spam,"Profitez d’une offre exclusive, mais dépêchez-vous, stock limité !",profitez d’une offre exclusive mais dépêchezvous stock limité ,"['profitez', 'd', '’', 'une', 'offre', 'exclusive', 'mais', 'dépêchezvous', 'stock', 'limité']","['profitez', '’', 'offre', 'exclusive', 'dépêchezvous', 'stock', 'limité']","['profiter', '’', 'offrir', 'exclusif', 'dépêchezvou', 'stock', 'limité']",0.569620253164557,0.575,0.017937219730941707
spam,Vous êtes notre heureux gagnant du jour !,vous êtes notre heureux gagnant du jour ,"['vous', 'êtes', 'notre', 'heureux', 'gagnant', 'du', 'jour']","['heureux', 'gagnant', 'jour']","['heureux', 'gagnant', 'jour']",0.2658227848101266,0.2416666666666667,0.07174887892376686
ham,"Salut, je t'envoie le document par email. Merci !",salut je tenvoie le document par email merci ,"['salut', 'je', 'tenvoie', 'le', 'document', 'par', 'email', 'merci']","['salut', 'tenvoie', 'document', 'email', 'merci']","['salut', 'tenvoie', 'document', 'e-mail', 'merci']",0.35443037974683544,0.8166666666666667,0.16143497757847539
ham,On peut se voir ce week-end ?,on peut se voir ce weekend ,"['on', 'peut', 'se', 'voir', 'ce', 'weekend']","['peut', 'voir', 'weekend']","['pouvoir', 'voir', 'weekend']",0.12658227848101267,0.7249999999999999,0.13452914798206278
ham,Bon courage pour ton examen demain !,bon courage pour ton examen demain ,"['bon', 'courage', 'pour', 'ton', 'examen', 'demain']","['bon', 'courage', 'examen', 'demain']","['bon', 'courage', 'examen', 'demain']",0.2151898734177215,0.275,0.08968609865470856
ham,As-tu bien reçu mon message ?,astu bien reçu mon message ,"['astu', 'bien', 'reçu', 'mon', 'message']","['astu', 'bien', 'reçu', 'message']","['astu', 'bien', 'recevoir', 'message']",0.13924050632911394,0.6916666666666667,0.13004484304932737
spam,"N'attendez plus, votre chance de devenir riche est ici.",nattendez plus votre chance de devenir riche est ici,"['nattendez', 'plus', 'votre', 'chance', 'de', 'devenir', 'riche', 'est', 'ici']","['nattendez', 'plus', 'chance', 'devenir', 'riche', 'ici']","['nattendez', 'plus', 'chance', 'devenir', 'riche', 'ici']",0.430379746835443,0.5333333333333333,0.03587443946188341
spam,"Nouveau job à domicile, gagnez jusqu’à 3000€ par mois !",nouveau job à domicile gagnez jusqu’à 3000€ par mois ,"['nouveau', 'job', 'à', 'domicile', 'gagnez', 'jusqu', '’', 'à', '3000€', 'par', 'mois']","['nouveau', 'job', 'domicile', 'gagnez', 'jusqu', '’', '3000€', 'mois']","['nouveau', 'job', 'domicil', 'gagnez', 'jusqu', '’', '3000', '€', 'mois']",0.4177215189873418,0.3583333333333333,0.04035874439461882
ham,"On part en week-end, ça va être génial !",on part en weekend ça va être génial ,"['on', 'part', 'en', 'weekend', 'ça', 'va', 'être', 'génial']","['part', 'weekend', 'ça', 'va', 'être', 'génial']","['part', 'weekend', 'cela', 'aller', 'être', 'génial']",0.24050632911392406,0.7833333333333333,0.08071748878923768
ham,J’ai une super nouvelle à t’annoncer !,j’ai une super nouvelle à t’annoncer ,"['j', '’', 'ai', 'une', 'super', 'nouvelle', 'à', 't', '’', 'annoncer']","['’', 'super', 'nouvelle', '’', 'annoncer']","['’', 'super', 'nouveau', '’', 'annoncer']",0.24050632911392406,0.2583333333333333,0.08071748878923768
spam,"N'attendez plus, votre chance de devenir riche est ici.",nattendez plus votre chance de devenir riche est ici,"['nattendez', 'plus', 'votre', 'chance', 'de', 'devenir', 'riche', 'est', 'ici']","['nattendez', 'plus', 'chance', 'devenir', 'riche', 'ici']","['nattendez', 'plus', 'chance', 'devenir', 'riche', 'ici']",0.430379746835443,0.5333333333333333,0.03587443946188341
spam,"Un virement de 1000€ a été effectué sur votre compte, cliquez ici pour le recevoir.",un virement de 1000€ a été effectué sur votre compte cliquez ici pour le recevoir,"['un', 'virement', 'de', '1000€', 'a', 'été', 'effectué', 'sur', 'votre', 'compte', 'cliquez', 'ici', 'pour', 'le', 'recevoir']","['virement', '1000€', 'effectué', 'compte', 'cliquez', 'ici', 'recevoir']","['virement', '1000', 'euro', 'effectuer', 'compte', 'cliquer', 'ici', 'recevoir']",0.7088607594936709,0.2416666666666667,0.004484304932735432
ham,"Je suis en vacances, c’est top ici !",je suis en vacances c’est top ici ,"['je', 'suis', 'en', 'vacances', 'c', '’', 'est', 'top', 'ici']","['vacances', '’', 'top', 'ici']","['vacance', '’', 'top', 'ici']",0.20253164556962028,0.575,0.09417040358744397
spam,Vous avez gagné 20000 € à la loterie ! Réclamez votre prix maintenant : www.fakelink3.com,vous avez gagné 20000 € à la loterie  réclamez votre prix maintenant  wwwfakelink3com,"['vous', 'avez', 'gagné', '20000', '€', 'à', 'la', 'loterie', 'réclamez', 'votre', 'prix', 'maintenant', 'wwwfakelink3com']","['gagné', '20000', '€', 'loterie', 'réclamez', 'prix', 'maintenant', 'wwwfakelink3com']","['gagner', '20000', 'euro', 'loterie', 'réclamer', 'prix', 'maintenant', 'wwwfakelink3com']",0.7848101265822784,0.44166666666666665,0.06278026905829598
ham,J’ai une super nouvelle à t’annoncer !,j’ai une super nouvelle à t’annoncer ,"['j', '’', 'ai', 'une', 'super', 'nouvelle', 'à', 't', '’', 'annoncer']","['’', 'super', 'nouvelle', '’', 'annoncer']","['’', 'super', 'nouveau', '’', 'annoncer']",0.24050632911392406,0.2583333333333333,0.08071748878923768
ham,As-tu bien reçu mon message ?,astu bien reçu mon message ,"['astu', 'bien', 'reçu', 'mon', 'message']","['astu', 'bien', 'reçu', 'message']","['astu', 'bien', 'recevoir', 'message']",0.13924050632911394,0.6916666666666667,0.13004484304932737
ham,On mange ensemble demain midi ?,on mange ensemble demain midi ,"['on', 'mange', 'ensemble', 'demain', 'midi']","['mange', 'ensemble', 'demain', 'midi']","['mange', 'ensembl', 'demain', 'midi']",0.16455696202531644,0.31666666666666665,0.11210762331838567
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard.",bonjour je suis occupé en ce moment je te rappelle plus tard,"['bonjour', 'je', 'suis', 'occupé', 'en', 'ce', 'moment', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'occupé', 'moment', 'rappelle', 'plus', 'tard']","['bonjour', 'occuper', 'moment', 'rappell', 'plus', 'tard']",0.49367088607594933,0.4833333333333334,0.11210762331838567
ham,N’oublie pas notre rendez-vous chez le médecin.,n’oublie pas notre rendezvous chez le médecin,"['n', '’', 'oublie', 'pas', 'notre', 'rendezvous', 'chez', 'le', 'médecin']","['’', 'oublie', 'rendezvous', 'chez', 'médecin']","['’', 'oublier', 'rendezvou', 'chez', 'médecin']",0.35443037974683544,0.4083333333333333,0.04932735426008968
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard.",bonjour je suis occupé en ce moment je te rappelle plus tard,"['bonjour', 'je', 'suis', 'occupé', 'en', 'ce', 'moment', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'occupé', 'moment', 'rappelle', 'plus', 'tard']","['bonjour', 'occuper', 'moment', 'rappell', 'plus', 'tard']",0.49367088607594933,0.4833333333333334,0.11210762331838567
spam,"Offre spéciale : 70% de réduction sur tous nos produits, cliquez ici : www.promo-fake.com",offre spéciale  70 de réduction sur tous nos produits cliquez ici  wwwpromofakecom,"['offre', 'spéciale', '70', 'de', 'réduction', 'sur', 'tous', 'nos', 'produits', 'cliquez', 'ici', 'wwwpromofakecom']","['offre', 'spéciale', '70', 'réduction', 'tous', 'produits', 'cliquez', 'ici', 'wwwpromofakecom']","['offrir', 'spécial', '70', 'réduction', 'tout', 'produit', 'cliquer', 'ici', 'wwwpromofakecom']",0.7974683544303798,0.7666666666666666,0.0
spam,Gagnez 500€ immédiatement en répondant à ce sondage !,gagnez 500€ immédiatement en répondant à ce sondage ,"['gagnez', '500€', 'immédiatement', 'en', 'répondant', 'à', 'ce', 'sondage']","['gagnez', '500€', 'immédiatement', 'répondant', 'sondage']","['gagnez', '500', 'euro', 'immédiatement', 'répondre', 'sondage']",0.40506329113924056,0.1833333333333333,0.04035874439461882
ham,"J’ai croisé Paul aujourd’hui, il te passe le bonjour.",j’ai croisé paul aujourd’hui il te passe le bonjour,"['j', '’', 'ai', 'croisé', 'paul', 'aujourd', '’', 'hui', 'il', 'te', 'passe', 'le', 'bonjour']","['’', 'croisé', 'paul', 'aujourd', '’', 'hui', 'passe', 'bonjour']","['’', 'croiser', 'paul', 'aujourd', '’', 'hui', 'passer', 'bonjour']",0.40506329113924056,0.3666666666666666,0.1390134529147982
spam,"Vous avez été sélectionné pour un test produit gratuit, inscrivez-vous !",vous avez été sélectionné pour un test produit gratuit inscrivezvous ,"['vous', 'avez', 'été', 'sélectionné', 'pour', 'un', 'test', 'produit', 'gratuit', 'inscrivezvous']","['sélectionné', 'test', 'produit', 'gratuit', 'inscrivezvous']","['sélectionner', 'test', 'produit', 'gratuit', 'inscrivezvou']",0.620253164556962,0.39999999999999997,0.013452914798206282
spam,"Félicitations ! Vous avez gagné un iPhone 15, cliquez ici pour le réclamer : www.fake-link.com",félicitations  vous avez gagné un iphone 15 cliquez ici pour le réclamer  wwwfakelinkcom,"['félicitations', 'vous', 'avez', 'gagné', 'un', 'iphone', '15', 'cliquez', 'ici', 'pour', 'le', 'réclamer', 'wwwfakelinkcom']","['félicitations', 'gagné', 'iphone', '15', 'cliquez', 'ici', 'réclamer', 'wwwfakelinkcom']","['félicitation', 'gagner', 'iphone', '15', 'cliquer', 'ici', 'réclamer', 'wwwfakelinkcom']",0.8481012658227849,0.625,0.10762331838565023
ham,"Merci pour ton aide, c’était top !",merci pour ton aide c’était top ,"['merci', 'pour', 'ton', 'aide', 'c', '’', 'était', 'top']","['merci', 'aide', '’', 'top']","['merci', 'aide', '’', 'top']",0.189873417721519,0.5916666666666666,0.10313901345291479
ham,Peux-tu me donner l’adresse exacte ?,peuxtu me donner l’adresse exacte ,"['peuxtu', 'me', 'donner', 'l', '’', 'adresse', 'exacte']","['peuxtu', 'donner', '’', 'adresse', 'exacte']","['peuxtu', 'donner', '’', 'adresse', 'exact']",0.22784810126582278,0.5416666666666666,0.08520179372197312
ham,"Bonjour, je suis en retard à cause de la circulation. À tout à l'heure !",bonjour je suis en retard à cause de la circulation à tout à lheure ,"['bonjour', 'je', 'suis', 'en', 'retard', 'à', 'cause', 'de', 'la', 'circulation', 'à', 'tout', 'à', 'lheure']","['bonjour', 'retard', 'cause', 'circulation', 'tout', 'lheure']","['bonjour', 'retard', 'cause', 'circulation', 'tout', 'lheur']",0.569620253164557,0.575,0.09417040358744397
ham,Tu as vu le match d’hier ?,tu as vu le match d’hier ,"['tu', 'as', 'vu', 'le', 'match', 'd', '’', 'hier']","['vu', 'match', '’', 'hier']","['voir', 'match', '’', 'hier']",0.08860759493670889,0.41666666666666663,0.1659192825112108
spam,Découvrez comment obtenir un prêt sans intérêt immédiatement.,découvrez comment obtenir un prêt sans intérêt immédiatement,"['découvrez', 'comment', 'obtenir', 'un', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrez', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']","['découvrir', 'comment', 'obtenir', 'prêt', 'sans', 'intérêt', 'immédiatement']",0.5189873417721519,0.15833333333333333,0.026905829596412557
spam,Urgent : Mise à jour de vos informations de sécurité requise.,urgent  mise à jour de vos informations de sécurité requise,"['urgent', 'mise', 'à', 'jour', 'de', 'vos', 'informations', 'de', 'sécurité', 'requise']","['urgent', 'mise', 'jour', 'informations', 'sécurité', 'requise']","['urgent', 'mise', 'jour', 'information', 'sécurité', 'requérir']",0.4810126582278481,0.32499999999999996,0.11659192825112108
ham,C’était une journée incroyable !,c’était une journée incroyable ,"['c', '’', 'était', 'une', 'journée', 'incroyable']","['’', 'journée', 'incroyable']","['’', 'journée', 'incroyable']",0.189873417721519,0.29999999999999993,0.10313901345291479
spam,Gagnez un voyage gratuit ! Cliquez ici pour participer : www.fakelink3.com,gagnez un voyage gratuit  cliquez ici pour participer  wwwfakelink3com,"['gagnez', 'un', 'voyage', 'gratuit', 'cliquez', 'ici', 'pour', 'participer', 'wwwfakelink3com']","['gagnez', 'voyage', 'gratuit', 'cliquez', 'ici', 'participer', 'wwwfakelink3com']","['gagnez', 'voyage', 'gratuit', 'cliquer', 'ici', 'participer', 'wwwfakelink3com']",0.6455696202531646,0.5166666666666666,0.08071748878923768
spam,Bénéficiez d’une réduction immédiate de 50% sur votre prochaine commande !,bénéficiez d’une réduction immédiate de 50 sur votre prochaine commande ,"['bénéficiez', 'd', '’', 'une', 'réduction', 'immédiate', 'de', '50', 'sur', 'votre', 'prochaine', 'commande']","['bénéficiez', '’', 'réduction', 'immédiate', '50', 'prochaine', 'commande']","['bénéficiez', '’', 'réduction', 'immédiat', '50', 'prochain', 'command']",0.6455696202531646,0.2583333333333333,0.013452914798206282
spam,"Vous avez un message vocal non lu, écoutez-le ici.",vous avez un message vocal non lu écoutezle ici,"['vous', 'avez', 'un', 'message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lu', 'écoutezle', 'ici']","['message', 'vocal', 'non', 'lire', 'écoutezle', 'ici']",0.36708860759493667,0.5916666666666666,0.04932735426008968
spam,Mettez à jour vos informations pour éviter la suppression de votre compte.,mettez à jour vos informations pour éviter la suppression de votre compte,"['mettez', 'à', 'jour', 'vos', 'informations', 'pour', 'éviter', 'la', 'suppression', 'de', 'votre', 'compte']","['mettez', 'jour', 'informations', 'éviter', 'suppression', 'compte']","['mettre', 'jour', 'information', 'éviter', 'suppression', 'compte']",0.6329113924050633,0.13333333333333333,0.013452914798206282
ham,On se retrouve devant le cinéma à 20h ?,on se retrouve devant le cinéma à 20h ,"['on', 'se', 'retrouve', 'devant', 'le', 'cinéma', 'à', '20h']","['retrouve', 'devant', 'cinéma', '20h']","['retrouve', 'devant', 'cinéma', '20h']",0.22784810126582278,0.26666666666666666,0.08520179372197312
ham,"Bonjour, merci pour ton message. Je te rappelle plus tard.",bonjour merci pour ton message je te rappelle plus tard,"['bonjour', 'merci', 'pour', 'ton', 'message', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'merci', 'message', 'rappelle', 'plus', 'tard']","['bonjour', 'merci', 'message', 'rappeler', 'plus', 'tard']",0.45569620253164556,0.5083333333333333,0.12556053811659196
spam,Votre profil LinkedIn a été sélectionné pour une opportunité unique.,votre profil linkedin a été sélectionné pour une opportunité unique,"['votre', 'profil', 'linkedin', 'a', 'été', 'sélectionné', 'pour', 'une', 'opportunité', 'unique']","['profil', 'linkedin', 'sélectionné', 'opportunité', 'unique']","['profil', 'linkedin', 'sélectionner', 'opportunité', 'unique']",0.5822784810126582,0.14166666666666666,0.17040358744394618
spam,Félicitations ! Vous avez gagné un prix de 1000 €. Cliquez ici pour réclamer : www.fakelink3.com,félicitations  vous avez gagné un prix de 1000 € cliquez ici pour réclamer  wwwfakelink3com,"['félicitations', 'vous', 'avez', 'gagné', 'un', 'prix', 'de', '1000', '€', 'cliquez', 'ici', 'pour', 'réclamer', 'wwwfakelink3com']","['félicitations', 'gagné', 'prix', '1000', '€', 'cliquez', 'ici', 'réclamer', 'wwwfakelink3com']","['félicitation', 'gagner', 'prix', '1000', 'euro', 'cliquer', 'ici', 'réclamer', 'wwwfakelink3com']",0.860759493670886,0.5166666666666666,0.10762331838565023
ham,As-tu bien reçu mon message ?,astu bien reçu mon message ,"['astu', 'bien', 'reçu', 'mon', 'message']","['astu', 'bien', 'reçu', 'message']","['astu', 'bien', 'recevoir', 'message']",0.13924050632911394,0.6916666666666667,0.13004484304932737
ham,J’ai une super nouvelle à t’annoncer !,j’ai une super nouvelle à t’annoncer ,"['j', '’', 'ai', 'une', 'super', 'nouvelle', 'à', 't', '’', 'annoncer']","['’', 'super', 'nouvelle', '’', 'annoncer']","['’', 'super', 'nouveau', '’', 'annoncer']",0.24050632911392406,0.2583333333333333,0.08071748878923768
ham,"Salut, as-tu vu le dernier film au cinéma ? C'était incroyable !",salut astu vu le dernier film au cinéma  cétait incroyable ,"['salut', 'astu', 'vu', 'le', 'dernier', 'film', 'au', 'cinéma', 'cétait', 'incroyable']","['salut', 'astu', 'vu', 'dernier', 'film', 'cinéma', 'cétait', 'incroyable']","['salut', 'astu', 'voir', 'dernier', 'film', 'cinéma', 'cétait', 'incroyable']",0.5063291139240507,0.7833333333333333,0.11210762331838567
ham,Comment s'est passée ta journée ?,comment sest passée ta journée ,"['comment', 'sest', 'passée', 'ta', 'journée']","['comment', 'sest', 'passée', 'journée']","['comment', 'sest', 'passer', 'journée']",0.189873417721519,0.5916666666666666,0.10313901345291479
