label,text,text_np,text_tokens,text_nostop,text_lem,length,punc%
ham,مرحبًا، هل لديك أخبار عن ليلى؟,مرحبًا، هل لديك أخبار عن ليلى,"['مرحبًا،', 'هل', 'لديك', 'أخبار', 'عن', 'ليلى']","['مرحبًا،', 'لديك', 'أخبار', 'ليلى']",مُرَحَّب ، لَدَى هُوَ خَبَر ليلى,0.20895522388059698,0.21311475409836061
ham,شكرًا على الهدية، لقد أعجبتني كثيرًا!,شكرًا على الهدية، لقد أعجبتني كثيرًا,"['شكرًا', 'على', 'الهدية،', 'لقد', 'أعجبتني', 'كثيرًا']","['شكرًا', 'الهدية،', 'لقد', 'أعجبتني', 'كثيرًا']",شُكر هَدِيَّة ، لقد أعجبتني كَثِير,0.31343283582089554,0.13934426229508196
spam,اربح iPhone مجاني! انقر هنا للمشاركة: www.رابط-وهمي1.com,اربح iphone مجاني انقر هنا للمشاركة wwwرابطوهمي1com,"['اربح', 'iphone', 'مجاني', 'انقر', 'هنا', 'للمشاركة', 'wwwرابطوهمي1com']","['اربح', 'iphone', 'مجاني', 'انقر', 'للمشاركة', 'wwwرابطوهمي1com']",اربح iphone مَجَّانِيّ أَنقَر لِ مُشَارَكَة wwwرابطوهمي 1co m,0.5820895522388059,0.7049180327868851
spam,تم اختيار حسابك للحصول على مكافأة بقيمة 20000 دولار. انقر هنا للمطالبة: www.رابط-وهمي2.com,تم اختيار حسابك للحصول على مكافأة بقيمة 20000 دولار انقر هنا للمطالبة wwwرابطوهمي2com,"['تم', 'اختيار', 'حسابك', 'للحصول', 'على', 'مكافأة', 'بقيمة', '20000', 'دولار', 'انقر', 'هنا', 'للمطالبة', 'wwwرابطوهمي2com']","['تم', 'اختيار', 'حسابك', 'للحصول', 'مكافأة', 'بقيمة', '20000', 'انقر', 'للمطالبة', 'wwwرابطوهمي2com']",تَمّ اِختِيَار حَسَّابَك لِ حُصُول مُكَافَأَة بِ قِيمَة 20000 أَنقَر لِ مُطَالَبَة wwwرابطوهمي 2co m,1.0,0.4098360655737705
ham,خذ قسطًا من الراحة واعتنِ بنفسك!,خذ قسطًا من الراحة واعتنِ بنفسك,"['خذ', 'قسطًا', 'من', 'الراحة', 'واعتنِ', 'بنفسك']","['خذ', 'قسطًا', 'الراحة', 'واعتنِ', 'بنفسك']",خَذّ قِسط رَاحَة وَ فَتَن بنفسك,0.23880597014925373,0.18852459016393436
spam,استثمر 100 يورو، اربح 1000 يورو في أسبوع!,استثمر 100 يورو، اربح 1000 يورو في أسبوع,"['استثمر', '100', 'يورو،', 'اربح', '1000', 'يورو', 'في', 'أسبوع']","['استثمر', '100', 'يورو،', 'اربح', '1000', 'أسبوع']",اِستَثمَر 100 يُورُو ، أُربُح 1000 أُسبُوع,0.34328358208955223,0.12295081967213116
spam,عاجل: مطلوب تحديث معلومات الأمان الخاصة بك.,عاجل مطلوب تحديث معلومات الأمان الخاصة بك,"['عاجل', 'مطلوب', 'تحديث', 'معلومات', 'الأمان', 'الخاصة', 'بك']","['عاجل', 'مطلوب', 'تحديث', 'معلومات', 'الأمان', 'الخاصة']",عَاجِل مَطلُوب تَحدِيث مَعلُومَة أَمَان خَاصّ,0.3880597014925373,0.32786885245901637
spam,تهانينا! لقد ربحت جائزة بقيمة 10000 دولار. انقر هنا للمطالبة: www.رابط-وهمي3.com,تهانينا لقد ربحت جائزة بقيمة 10000 دولار انقر هنا للمطالبة wwwرابطوهمي3com,"['تهانينا', 'لقد', 'ربحت', 'جائزة', 'بقيمة', '10000', 'دولار', 'انقر', 'هنا', 'للمطالبة', 'wwwرابطوهمي3com']","['تهانينا', 'لقد', 'ربحت', 'جائزة', 'بقيمة', '10000', 'انقر', 'للمطالبة', 'wwwرابطوهمي3com']",تَهنِين لقد رَبَح جَائِزَة بِ قِيمَة 10000 أَنقَر لِ مُطَالَبَة wwwرابطوهمي 3co m,0.880597014925373,0.5901639344262294
ham,هل يمكننا الالتقاء في نهاية الأسبوع؟,هل يمكننا الالتقاء في نهاية الأسبوع,"['هل', 'يمكننا', 'الالتقاء', 'في', 'نهاية', 'الأسبوع']","['يمكننا', 'الالتقاء', 'نهاية', 'الأسبوع']",أَمكَن هُوَ اِلتِقَاء نِهَايَة أُسبُوع,0.29850746268656714,0.14754098360655737
spam,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا!,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا,"['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']","['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']",جَرَّب برنامجنا لِ تَخسِيس مَجَان لِ مُدَّة 30 يَوم,0.3731343283582089,0.11475409836065574
spam,انتهت صلاحية اشتراكك في Netflix، قم بتحديث معلوماتك هنا: www.fake-netflix.com,انتهت صلاحية اشتراكك في netflix، قم بتحديث معلوماتك هنا wwwfakenetflixcom,"['انتهت', 'صلاحية', 'اشتراكك', 'في', 'netflix،', 'قم', 'بتحديث', 'معلوماتك', 'هنا', 'wwwfakenetflixcom']","['انتهت', 'صلاحية', 'اشتراكك', 'netflix،', 'قم', 'بتحديث', 'معلوماتك', 'wwwfakenetflixcom']",اِنتَهَى صَلَاحِيَّة اِشتِرَاك netflix ، قَام بِ تَحدِيث مَعلُومَة هُوَ wwwfake n etflixco m,0.8507462686567164,0.36885245901639335
spam,عاجل! تم اختراق حسابك. انقر هنا للتحقق: www.رابط-وهمي2.com,عاجل تم اختراق حسابك انقر هنا للتحقق wwwرابطوهمي2com,"['عاجل', 'تم', 'اختراق', 'حسابك', 'انقر', 'هنا', 'للتحقق', 'wwwرابطوهمي2com']","['عاجل', 'تم', 'اختراق', 'حسابك', 'انقر', 'للتحقق', 'wwwرابطوهمي2com']",عَاجِل تَمّ اِختِرَاق حَسَّابَك أَنقَر لِ تَحَقُّق wwwرابطوهمي 2co m,0.5970149253731343,0.8524590163934425
spam,احمِ بياناتك المصرفية الآن.,احمِ بياناتك المصرفية الآن,"['احمِ', 'بياناتك', 'المصرفية', 'الآن']","['احمِ', 'بياناتك', 'المصرفية']",أَحمَِ بَيَان هُوَ مَصرِفِيّ,0.19402985074626863,0.22950819672131145
ham,كيف كان يومك؟,كيف كان يومك,"['كيف', 'كان', 'يومك']",['يومك'],يُومَك,0.0,0.6311475409836065
ham,لدي فكرة رائعة أريد مشاركتها معك.,لدي فكرة رائعة أريد مشاركتها معك,"['لدي', 'فكرة', 'رائعة', 'أريد', 'مشاركتها', 'معك']","['لدي', 'فكرة', 'رائعة', 'أريد', 'مشاركتها', 'معك']",لَدَى فِكرَة رَائِع أَرَاد مُشَارَكَة هُوَ مَعك,0.25373134328358204,0.18032786885245894
ham,لدي فكرة رائعة أريد مشاركتها معك.,لدي فكرة رائعة أريد مشاركتها معك,"['لدي', 'فكرة', 'رائعة', 'أريد', 'مشاركتها', 'معك']","['لدي', 'فكرة', 'رائعة', 'أريد', 'مشاركتها', 'معك']",لَدَى فِكرَة رَائِع أَرَاد مُشَارَكَة هُوَ مَعك,0.25373134328358204,0.18032786885245894
spam,انقر هنا لاكتشاف طريقة مذهلة لفقدان الوزن في 3 أيام.,انقر هنا لاكتشاف طريقة مذهلة لفقدان الوزن في 3 أيام,"['انقر', 'هنا', 'لاكتشاف', 'طريقة', 'مذهلة', 'لفقدان', 'الوزن', 'في', '3', 'أيام']","['انقر', 'لاكتشاف', 'طريقة', 'مذهلة', 'لفقدان', 'الوزن', '3', 'أيام']",أَنقَر لِ اِكتِشَاف طَرِيقَة مُذَهَّل لِ فِقدَان وَزن 3 يَوم,0.4776119402985074,0.07377049180327865
ham,أنا في اجتماع، سأتصل بك بعد ذلك.,أنا في اجتماع، سأتصل بك بعد ذلك,"['أنا', 'في', 'اجتماع،', 'سأتصل', 'بك', 'بعد', 'ذلك']","['اجتماع،', 'سأتصل']",اِجتِمَاع ، سَ اِتَّصَل,0.22388059701492538,0.19672131147540978
ham,مرحبًا خالد، هل تريد أن نذهب لتناول القهوة غدًا؟,مرحبًا خالد، هل تريد أن نذهب لتناول القهوة غدًا,"['مرحبًا', 'خالد،', 'هل', 'تريد', 'أن', 'نذهب', 'لتناول', 'القهوة', 'غدًا']","['مرحبًا', 'خالد،', 'تريد', 'نذهب', 'لتناول', 'القهوة', 'غدًا']",مُرَحَّب خالد ، أَرَاد نذهب لِ تَنَاوُل قَهوَة غَد,0.4328358208955223,0.09016393442622948
spam,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو.,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو,"['اشترِ', 'الآن', 'واحصل', 'على', 'مكافأة', 'نقدية', 'بقيمة', '100', 'يورو']","['اشترِ', 'واحصل', 'مكافأة', 'نقدية', 'بقيمة', '100']",اِشتَرَى وَ حَصَل مُكَافَأَة نقدية بِ قِيمَة 100,0.4477611940298507,0.08196721311475406
spam,لا تفوت فرصتك لتصبح ثريًا الآن.,لا تفوت فرصتك لتصبح ثريًا الآن,"['لا', 'تفوت', 'فرصتك', 'لتصبح', 'ثريًا', 'الآن']","['تفوت', 'فرصتك', 'لتصبح', 'ثريًا']",فَات فُرصَة هُوَ لِ أَصبَح ثِرِّيّ,0.22388059701492538,0.19672131147540978
ham,كان يومًا رائعًا!,كان يومًا رائعًا,"['كان', 'يومًا', 'رائعًا']","['يومًا', 'رائعًا']",يَوم رَائِع,0.05970149253731344,0.43442622950819665
ham,حظًا موفقًا في مقابلتك الوظيفية!,حظًا موفقًا في مقابلتك الوظيفية,"['حظًا', 'موفقًا', 'في', 'مقابلتك', 'الوظيفية']","['حظًا', 'موفقًا', 'مقابلتك', 'الوظيفية']",حَظّ مُوَفَّق مُقَابَلَة هُوَ وَظِيفِيّ,0.25373134328358204,0.18032786885245894
spam,اربح 500 يورو فورًا بالإجابة على هذا الاستبيان!,اربح 500 يورو فورًا بالإجابة على هذا الاستبيان,"['اربح', '500', 'يورو', 'فورًا', 'بالإجابة', 'على', 'هذا', 'الاستبيان']","['اربح', '500', 'فورًا', 'بالإجابة', 'الاستبيان']",أُربُح 500 فَور بِ إِجَابَة اِستِبيَان,0.4328358208955223,0.09016393442622948
ham,أنا في اجتماع، سأتصل بك بعد ذلك.,أنا في اجتماع، سأتصل بك بعد ذلك,"['أنا', 'في', 'اجتماع،', 'سأتصل', 'بك', 'بعد', 'ذلك']","['اجتماع،', 'سأتصل']",اِجتِمَاع ، سَ اِتَّصَل,0.22388059701492538,0.19672131147540978
ham,أنا في العمل، سأتصل بك لاحقًا.,أنا في العمل، سأتصل بك لاحقًا,"['أنا', 'في', 'العمل،', 'سأتصل', 'بك', 'لاحقًا']","['العمل،', 'سأتصل', 'لاحقًا']",عَمَل ، سَ اِتَّصَل لَاحِق,0.20895522388059698,0.21311475409836061
spam,استفد من هذا العرض الحصري، ولكن سارع، الكمية محدودة!,استفد من هذا العرض الحصري، ولكن سارع، الكمية محدودة,"['استفد', 'من', 'هذا', 'العرض', 'الحصري،', 'ولكن', 'سارع،', 'الكمية', 'محدودة']","['استفد', 'العرض', 'الحصري،', 'سارع،', 'الكمية', 'محدودة']",اِستَفَدّ عَرض حَصرِيّ ، سَارَع ، كَمِّيَّة مَحدُود,0.4925373134328358,0.07377049180327865
spam,اربح رحلة مجانية! انقر هنا للمشاركة: www.رابط-وهمي1.com,اربح رحلة مجانية انقر هنا للمشاركة wwwرابطوهمي1com,"['اربح', 'رحلة', 'مجانية', 'انقر', 'هنا', 'للمشاركة', 'wwwرابطوهمي1com']","['اربح', 'رحلة', 'مجانية', 'انقر', 'للمشاركة', 'wwwرابطوهمي1com']",أُربُح رِحلَة مَجَّانِيّ أَنقَر لِ مُشَارَكَة wwwرابطوهمي 1co m,0.5671641791044776,0.721311475409836
ham,هل رأيت رسالتي الأخيرة؟,هل رأيت رسالتي الأخيرة,"['هل', 'رأيت', 'رسالتي', 'الأخيرة']","['رأيت', 'رسالتي', 'الأخيرة']",رَأَى رَسالَة أَخِير,0.1343283582089552,0.2950819672131147
spam,لدينا استثمار رائع لك، اتصل بنا الآن.,لدينا استثمار رائع لك، اتصل بنا الآن,"['لدينا', 'استثمار', 'رائع', 'لك،', 'اتصل', 'بنا', 'الآن']","['لدينا', 'استثمار', 'رائع', 'لك،', 'اتصل']",لدينا اِستِثمَار رَائِع لَك ، اِتَّصَل,0.29850746268656714,0.14754098360655737
ham,هل نلتقي أمام السينما الساعة 20؟,هل نلتقي أمام السينما الساعة 20,"['هل', 'نلتقي', 'أمام', 'السينما', 'الساعة', '20']","['نلتقي', 'السينما', 'الساعة', '20']",نلتقي سِينَمَا سَاعَة 20,0.23880597014925373,0.18852459016393436
ham,أتمنى لك يومًا سعيدًا!,أتمنى لك يومًا سعيدًا,"['أتمنى', 'لك', 'يومًا', 'سعيدًا']","['أتمنى', 'يومًا', 'سعيدًا']",تَمَنَّى يَوم سَعِيد,0.11940298507462685,0.3196721311475409
ham,سأمر لرؤيتك هذا المساء.,سأمر لرؤيتك هذا المساء,"['سأمر', 'لرؤيتك', 'هذا', 'المساء']","['سأمر', 'لرؤيتك', 'المساء']",سَأمَر لِ رُؤيَة هُوَ مَسَاء,0.1343283582089552,0.2950819672131147
ham,مرحبًا سارة، كيف حالك؟ هل نلتقي هذا المساء لتناول العشاء؟,مرحبًا سارة، كيف حالك هل نلتقي هذا المساء لتناول العشاء,"['مرحبًا', 'سارة،', 'كيف', 'حالك', 'هل', 'نلتقي', 'هذا', 'المساء', 'لتناول', 'العشاء']","['مرحبًا', 'سارة،', 'حالك', 'نلتقي', 'المساء', 'لتناول', 'العشاء']",مَرحَبًا سَارَة ، حالك نلتقي مَسَاء لِ تَنَاوُل عَشَاء,0.5522388059701492,0.22950819672131145
ham,هل ستأتي هذا المساء؟,هل ستأتي هذا المساء,"['هل', 'ستأتي', 'هذا', 'المساء']","['ستأتي', 'المساء']",سَ أَتَى مَسَاء,0.08955223880597016,0.36885245901639335
spam,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو.,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو,"['اشترِ', 'الآن', 'واحصل', 'على', 'مكافأة', 'نقدية', 'بقيمة', '100', 'يورو']","['اشترِ', 'واحصل', 'مكافأة', 'نقدية', 'بقيمة', '100']",اِشتَرَى وَ حَصَل مُكَافَأَة نقدية بِ قِيمَة 100,0.4477611940298507,0.08196721311475406
ham,أتمنى أن تكون بخير، لم نلتقِ منذ فترة!,أتمنى أن تكون بخير، لم نلتقِ منذ فترة,"['أتمنى', 'أن', 'تكون', 'بخير،', 'لم', 'نلتقِ', 'منذ', 'فترة']","['أتمنى', 'تكون', 'بخير،', 'نلتقِ', 'فترة']",تَمَنَّى كَان بِ خَير ، اِلتَقَِ فَترَة,0.29850746268656714,0.14754098360655737
ham,شكرًا على الهدية، لقد أعجبتني كثيرًا!,شكرًا على الهدية، لقد أعجبتني كثيرًا,"['شكرًا', 'على', 'الهدية،', 'لقد', 'أعجبتني', 'كثيرًا']","['شكرًا', 'الهدية،', 'لقد', 'أعجبتني', 'كثيرًا']",شُكر هَدِيَّة ، لقد أعجبتني كَثِير,0.31343283582089554,0.13934426229508196
spam,لقد ربحت 10000 دولار في اليانصيب! اطلب جائزتك الآن: www.رابط-وهمي3.com,لقد ربحت 10000 دولار في اليانصيب اطلب جائزتك الآن wwwرابطوهمي3com,"['لقد', 'ربحت', '10000', 'دولار', 'في', 'اليانصيب', 'اطلب', 'جائزتك', 'الآن', 'wwwرابطوهمي3com']","['لقد', 'ربحت', '10000', 'اليانصيب', 'اطلب', 'جائزتك', 'wwwرابطوهمي3com']",لقد رَبَح 10000 يَانِص اطلب جَائِزَة هُوَ wwwرابطوهمي 3co m,0.7462686567164178,0.5573770491803279
spam,لقد كنت الفائز المحظوظ لهذا اليوم!,لقد كنت الفائز المحظوظ لهذا اليوم,"['لقد', 'كنت', 'الفائز', 'المحظوظ', 'لهذا', 'اليوم']","['لقد', 'كنت', 'الفائز', 'المحظوظ', 'لهذا', 'اليوم']",لقد كَان فَائِز مَحظُوظ لِ هٰذَا يَوم,0.26865671641791045,0.1639344262295082
spam,انقر هنا لاكتشاف طريقة مذهلة لفقدان الوزن في 3 أيام.,انقر هنا لاكتشاف طريقة مذهلة لفقدان الوزن في 3 أيام,"['انقر', 'هنا', 'لاكتشاف', 'طريقة', 'مذهلة', 'لفقدان', 'الوزن', 'في', '3', 'أيام']","['انقر', 'لاكتشاف', 'طريقة', 'مذهلة', 'لفقدان', 'الوزن', '3', 'أيام']",أَنقَر لِ اِكتِشَاف طَرِيقَة مُذَهَّل لِ فِقدَان وَزن 3 يَوم,0.4776119402985074,0.07377049180327865
spam,لقد تم اختيارك للحصول على ميراث بقيمة 50000 دولار. اتصل بنا الآن!,لقد تم اختيارك للحصول على ميراث بقيمة 50000 دولار اتصل بنا الآن,"['لقد', 'تم', 'اختيارك', 'للحصول', 'على', 'ميراث', 'بقيمة', '50000', 'دولار', 'اتصل', 'بنا', 'الآن']","['لقد', 'تم', 'اختيارك', 'للحصول', 'ميراث', 'بقيمة', '50000', 'اتصل']",لقد تَمّ اِختِيَارك لِ حُصُول مِيرَاث بِ قِيمَة 50000 اِتَّصَل,0.6417910447761194,0.18852459016393436
ham,سنلتقي قريبًا، لا أطيق الانتظار!,سنلتقي قريبًا، لا أطيق الانتظار,"['سنلتقي', 'قريبًا،', 'لا', 'أطيق', 'الانتظار']","['سنلتقي', 'قريبًا،', 'أطيق', 'الانتظار']",سَ نلتقي قَرِيب ، أَطَاق اِنتِظَار,0.25373134328358204,0.18032786885245894
ham,سنلتقي قريبًا، لا أطيق الانتظار!,سنلتقي قريبًا، لا أطيق الانتظار,"['سنلتقي', 'قريبًا،', 'لا', 'أطيق', 'الانتظار']","['سنلتقي', 'قريبًا،', 'أطيق', 'الانتظار']",سَ نلتقي قَرِيب ، أَطَاق اِنتِظَار,0.25373134328358204,0.18032786885245894
spam,لقد تم اختيارك للحصول على ميراث بقيمة 5000 دولار. اتصل بنا الآن!,لقد تم اختيارك للحصول على ميراث بقيمة 5000 دولار اتصل بنا الآن,"['لقد', 'تم', 'اختيارك', 'للحصول', 'على', 'ميراث', 'بقيمة', '5000', 'دولار', 'اتصل', 'بنا', 'الآن']","['لقد', 'تم', 'اختيارك', 'للحصول', 'ميراث', 'بقيمة', '5000', 'اتصل']",لقد تَمّ اِختِيَارك لِ حُصُول مِيرَاث بِ قِيمَة 5000 اِتَّصَل,0.626865671641791,0.19672131147540978
ham,أنا سعيد جدًا من أجلك!,أنا سعيد جدًا من أجلك,"['أنا', 'سعيد', 'جدًا', 'من', 'أجلك']","['سعيد', 'جدًا', 'أجلك']",سَعِيد جِدّ أجلك,0.1044776119402985,0.3442622950819672
spam,احصل على خصم فوري بنسبة 50% على طلبك القادم!,احصل على خصم فوري بنسبة 50 على طلبك القادم,"['احصل', 'على', 'خصم', 'فوري', 'بنسبة', '50', 'على', 'طلبك', 'القادم']","['احصل', 'خصم', 'فوري', 'بنسبة', '50', 'طلبك', 'القادم']",حَصل خَصَم فَورِيّ بِ نِسبَة 50 طَلَبك قَادِم,0.3731343283582089,0.3442622950819672
spam,تم حظر حسابك البنكي، تحقق من هويتك هنا: www.faux-site.com,تم حظر حسابك البنكي، تحقق من هويتك هنا wwwfauxsitecom,"['تم', 'حظر', 'حسابك', 'البنكي،', 'تحقق', 'من', 'هويتك', 'هنا', 'wwwfauxsitecom']","['تم', 'حظر', 'حسابك', 'البنكي،', 'تحقق', 'هويتك', 'wwwfauxsitecom']",تَمّ حَظر حَسَّابَك البنكي ، حَقَّق هُوِيَّة هُوَ wwwfauxsit eco m,0.5671641791044776,0.5573770491803279
spam,لديك طرد في الانتظار، أكد معلوماتك هنا: www.livraison-fake.com,لديك طرد في الانتظار، أكد معلوماتك هنا wwwlivraisonfakecom,"['لديك', 'طرد', 'في', 'الانتظار،', 'أكد', 'معلوماتك', 'هنا', 'wwwlivraisonfakecom']","['لديك', 'طرد', 'الانتظار،', 'أكد', 'معلوماتك', 'wwwlivraisonfakecom']",لَدِيك طَرد اِنتِظَار ، أَكَّد مَعلُومَة هُوَ wwwlivr a i sonfak eco m,0.6567164179104478,0.48360655737704905
ham,سنلتقي قريبًا، لا أطيق الانتظار!,سنلتقي قريبًا، لا أطيق الانتظار,"['سنلتقي', 'قريبًا،', 'لا', 'أطيق', 'الانتظار']","['سنلتقي', 'قريبًا،', 'أطيق', 'الانتظار']",سَ نلتقي قَرِيب ، أَطَاق اِنتِظَار,0.25373134328358204,0.18032786885245894
spam,احصل على استرداد نقدي بقيمة 100 يورو على مشترياتك القادمة!,احصل على استرداد نقدي بقيمة 100 يورو على مشترياتك القادمة,"['احصل', 'على', 'استرداد', 'نقدي', 'بقيمة', '100', 'يورو', 'على', 'مشترياتك', 'القادمة']","['احصل', 'استرداد', 'نقدي', 'بقيمة', '100', 'مشترياتك', 'القادمة']",حَصل اِستِردَاد نَقدِيّ بِ قِيمَة 100 مُشتَرَى هُوَ قَادِم,0.5671641791044776,0.049180327868852444
ham,مبروك على الترقية!,مبروك على الترقية,"['مبروك', 'على', 'الترقية']","['مبروك', 'الترقية']",مَبرُوك تَرقِيَة,0.07462686567164178,0.39344262295081966
ham,شكرًا لمساعدتك، كان ذلك رائعًا!,شكرًا لمساعدتك، كان ذلك رائعًا,"['شكرًا', 'لمساعدتك،', 'كان', 'ذلك', 'رائعًا']","['شكرًا', 'لمساعدتك،', 'رائعًا']",شُكر لِ مُسَاعَدَة هُوَ ، رَائِع,0.23880597014925373,0.18852459016393436
ham,أنا متحمس جدًا لرؤيتك قريبًا!,أنا متحمس جدًا لرؤيتك قريبًا,"['أنا', 'متحمس', 'جدًا', 'لرؤيتك', 'قريبًا']","['متحمس', 'جدًا', 'لرؤيتك', 'قريبًا']",مُتَحَمِّس جِدّ لِ رُؤيَة هُوَ قَرِيب,0.20895522388059698,0.21311475409836061
spam,تم اختراق حساب PayPal الخاص بك، قم بإعادة تعيين كلمة المرور هنا.,تم اختراق حساب paypal الخاص بك، قم بإعادة تعيين كلمة المرور هنا,"['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور', 'هنا']","['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور']",تَمّ اِختِرَاق حِسَاب paypal خَاصّ بِ هُوَ ، قَام بِ إِعَادَة تَعيِين كَلِمَة مُرُور,0.626865671641791,0.040983606557377025
ham,خذ قسطًا من الراحة واعتنِ بنفسك!,خذ قسطًا من الراحة واعتنِ بنفسك,"['خذ', 'قسطًا', 'من', 'الراحة', 'واعتنِ', 'بنفسك']","['خذ', 'قسطًا', 'الراحة', 'واعتنِ', 'بنفسك']",خَذّ قِسط رَاحَة وَ فَتَن بنفسك,0.23880597014925373,0.18852459016393436
spam,قرض سريع بدون فحص، احصل على 5000 يورو خلال 24 ساعة.,قرض سريع بدون فحص، احصل على 5000 يورو خلال 24 ساعة,"['قرض', 'سريع', 'بدون', 'فحص،', 'احصل', 'على', '5000', 'يورو', 'خلال', '24', 'ساعة']","['قرض', 'سريع', 'بدون', 'فحص،', 'احصل', '5000', 'خلال', '24', 'ساعة']",قَرض سَرِيع بدون فَحص ، أَحصَل 5000 خِلَالَ 24 سَاعَة,0.4477611940298507,0.08196721311475406
spam,الفرصة الأخيرة للاستفادة من هذا العرض الرائع!,الفرصة الأخيرة للاستفادة من هذا العرض الرائع,"['الفرصة', 'الأخيرة', 'للاستفادة', 'من', 'هذا', 'العرض', 'الرائع']","['الفرصة', 'الأخيرة', 'للاستفادة', 'العرض', 'الرائع']",فُرصَة أَخِير لِ اِستِفَادَة عَرض رَائِع,0.417910447761194,0.0983606557377049
ham,هل يمكنك معاودة الاتصال عندما تكون متفرغًا؟,هل يمكنك معاودة الاتصال عندما تكون متفرغًا,"['هل', 'يمكنك', 'معاودة', 'الاتصال', 'عندما', 'تكون', 'متفرغًا']","['يمكنك', 'معاودة', 'الاتصال', 'عندما', 'تكون', 'متفرغًا']",أَمكَن هُوَ مُعَاوَدَة اِتِّصَال عِندَمَا كَان مُتَفَرِّغ,0.3880597014925373,0.10655737704918032
ham,سنذهب في عطلة نهاية الأسبوع، سيكون الأمر ممتعًا!,سنذهب في عطلة نهاية الأسبوع، سيكون الأمر ممتعًا,"['سنذهب', 'في', 'عطلة', 'نهاية', 'الأسبوع،', 'سيكون', 'الأمر', 'ممتعًا']","['سنذهب', 'عطلة', 'نهاية', 'الأسبوع،', 'سيكون', 'الأمر', 'ممتعًا']",سَ ذَهَب عُطلَة نِهَايَة أُسبُوع ، سَ كَان أَمر مُمتَع,0.4477611940298507,0.08196721311475406
spam,تم اختراق جهاز الكمبيوتر الخاص بك، قم بتنزيل برنامجنا المجاني لمكافحة الفيروسات!,تم اختراق جهاز الكمبيوتر الخاص بك، قم بتنزيل برنامجنا المجاني لمكافحة الفيروسات,"['تم', 'اختراق', 'جهاز', 'الكمبيوتر', 'الخاص', 'بك،', 'قم', 'بتنزيل', 'برنامجنا', 'المجاني', 'لمكافحة', 'الفيروسات']","['تم', 'اختراق', 'جهاز', 'الكمبيوتر', 'الخاص', 'بك،', 'قم', 'بتنزيل', 'برنامجنا', 'المجاني', 'لمكافحة', 'الفيروسات']",تَمّ اِختِرَاق جِهَاز كَمبيُوتِر خَاصّ بِ هُوَ ، قَام بِ تَنزِيل برنامجنا مَجَّانِيّ لِ مُكَافَحَة فَيرُوس,0.8656716417910448,0.0
ham,أنا في طريقي، سأصل خلال 10 دقائق.,أنا في طريقي، سأصل خلال 10 دقائق,"['أنا', 'في', 'طريقي،', 'سأصل', 'خلال', '10', 'دقائق']","['طريقي،', 'سأصل', 'خلال', '10', 'دقائق']",طَرِيقِيّ ، سَ أَصل خِلَالَ 10 دَقِيقَة,0.23880597014925373,0.18852459016393436
ham,شكرًا لك مرة أخرى على الأمس!,شكرًا لك مرة أخرى على الأمس,"['شكرًا', 'لك', 'مرة', 'أخرى', 'على', 'الأمس']","['شكرًا', 'مرة', 'أخرى', 'الأمس']",شُكر مَرَّة آخَر أَمس,0.1791044776119403,0.23770491803278682
ham,مرحبًا، أنا مشغول الآن. سأتصل بك لاحقًا.,مرحبًا، أنا مشغول الآن سأتصل بك لاحقًا,"['مرحبًا،', 'أنا', 'مشغول', 'الآن', 'سأتصل', 'بك', 'لاحقًا']","['مرحبًا،', 'مشغول', 'سأتصل', 'لاحقًا']",مُرَحَّب ، مَشغُول سَ اِتَّصَل لَاحِق,0.34328358208955223,0.36885245901639335
spam,لا تفوت هذه الفرصة الفريدة لكسب أموال طائلة!,لا تفوت هذه الفرصة الفريدة لكسب أموال طائلة,"['لا', 'تفوت', 'هذه', 'الفرصة', 'الفريدة', 'لكسب', 'أموال', 'طائلة']","['تفوت', 'الفرصة', 'الفريدة', 'لكسب', 'أموال', 'طائلة']",فَات فُرصَة فَرِيد لِ كَسب مَال طَائِلَة,0.3880597014925373,0.10655737704918032
ham,هل ستأتي هذا المساء؟,هل ستأتي هذا المساء,"['هل', 'ستأتي', 'هذا', 'المساء']","['ستأتي', 'المساء']",سَ أَتَى مَسَاء,0.08955223880597016,0.36885245901639335
spam,اكسب مكافآت من خلال الإجابة على هذا الاستبيان القصير!,اكسب مكافآت من خلال الإجابة على هذا الاستبيان القصير,"['اكسب', 'مكافآت', 'من', 'خلال', 'الإجابة', 'على', 'هذا', 'الاستبيان', 'القصير']","['اكسب', 'مكافآت', 'خلال', 'الإجابة', 'الاستبيان', 'القصير']",اكسب مُكَافَأَة خِلَالَ إِجَابَة اِستِبيَان قَصِير,0.5074626865671641,0.06557377049180325
