label,text,text_np,text_tokens,text_nostop,text_lem
spam,بقيت ساعات قليلة فقط للاستفادة من هذا العرض الرائع!,بقيت ساعات قليلة فقط للاستفادة من هذا العرض الرائع,"['بقيت', 'ساعات', 'قليلة', 'فقط', 'للاستفادة', 'من', 'هذا', 'العرض', 'الرائع']","['بقيت', 'ساعات', 'قليلة', 'فقط', 'للاستفادة', 'العرض', 'الرائع']",بَقِي سَاعَة قَلِيل فَقَط لِ اِستِفَادَة عَرض رَائِع
spam,لا تفوت فرصتك لتصبح ثريًا الآن.,لا تفوت فرصتك لتصبح ثريًا الآن,"['لا', 'تفوت', 'فرصتك', 'لتصبح', 'ثريًا', 'الآن']","['تفوت', 'فرصتك', 'لتصبح', 'ثريًا']",فَات فُرصَة هُوَ لِ أَصبَح ثِرِّيّ
spam,أول 10 مشتركين سيحصلون على هدية خاصة!,أول 10 مشتركين سيحصلون على هدية خاصة,"['أول', '10', 'مشتركين', 'سيحصلون', 'على', 'هدية', 'خاصة']","['10', 'مشتركين', 'سيحصلون', 'هدية']",10 مُشتَرِك سَ حَصَل هَدِيَّة
spam,تم اختراق حساب PayPal الخاص بك، قم بإعادة تعيين كلمة المرور هنا.,تم اختراق حساب paypal الخاص بك، قم بإعادة تعيين كلمة المرور هنا,"['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور', 'هنا']","['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور']",تَمّ اِختِرَاق حِسَاب paypal خَاصّ بِ هُوَ ، قَام بِ إِعَادَة تَعيِين كَلِمَة مُرُور
spam,تم اختيارك لتجربة منتج مجاني، سجل الآن!,تم اختيارك لتجربة منتج مجاني، سجل الآن,"['تم', 'اختيارك', 'لتجربة', 'منتج', 'مجاني،', 'سجل', 'الآن']","['تم', 'اختيارك', 'لتجربة', 'منتج', 'مجاني،', 'سجل']",تَمّ اِختِيَارك لِ تَجرِبَة مُنتَج مَجَّانِيّ ، سَجَّل
ham,الطقس جميل اليوم، هل نخرج؟,الطقس جميل اليوم، هل نخرج,"['الطقس', 'جميل', 'اليوم،', 'هل', 'نخرج']","['الطقس', 'جميل', 'اليوم،', 'نخرج']",طَقس جَمِيل يَوم ، نخرج
spam,وظيفة جديدة من المنزل، اربح حتى 3000 يورو شهريًا!,وظيفة جديدة من المنزل، اربح حتى 3000 يورو شهريًا,"['وظيفة', 'جديدة', 'من', 'المنزل،', 'اربح', 'حتى', '3000', 'يورو', 'شهريًا']","['وظيفة', 'جديدة', 'المنزل،', 'اربح', '3000', 'شهريًا']",وَ ظَيفَة جَدِيد مَنزِل ، أُربُح 3000 شَهرِيّ
spam,قم بتنزيل هذا التطبيق واحصل على مكافأة فورية!,قم بتنزيل هذا التطبيق واحصل على مكافأة فورية,"['قم', 'بتنزيل', 'هذا', 'التطبيق', 'واحصل', 'على', 'مكافأة', 'فورية']","['قم', 'بتنزيل', 'التطبيق', 'واحصل', 'مكافأة', 'فورية']",قَام بِ تَنزِيل تَطبِيق وَ حَصَل مُكَافَأَة فَورِيّ
spam,اكسب مكافآت من خلال الإجابة على هذا الاستبيان القصير!,اكسب مكافآت من خلال الإجابة على هذا الاستبيان القصير,"['اكسب', 'مكافآت', 'من', 'خلال', 'الإجابة', 'على', 'هذا', 'الاستبيان', 'القصير']","['اكسب', 'مكافآت', 'خلال', 'الإجابة', 'الاستبيان', 'القصير']",اكسب مُكَافَأَة خِلَالَ إِجَابَة اِستِبيَان قَصِير
ham,هل نلتقي في المقهى الساعة 15؟,هل نلتقي في المقهى الساعة 15,"['هل', 'نلتقي', 'في', 'المقهى', 'الساعة', '15']","['نلتقي', 'المقهى', 'الساعة', '15']",نلتقي مَقهَى سَاعَة 15
ham,هل يمكنك شراء الخبز وأنت في طريقك؟,هل يمكنك شراء الخبز وأنت في طريقك,"['هل', 'يمكنك', 'شراء', 'الخبز', 'وأنت', 'في', 'طريقك']","['يمكنك', 'شراء', 'الخبز', 'وأنت', 'طريقك']",أَمكَن هُوَ شِرَاء خُبز وَ هُوَ طريقك
ham,أنا في طريقي، سأصل خلال 10 دقائق.,أنا في طريقي، سأصل خلال 10 دقائق,"['أنا', 'في', 'طريقي،', 'سأصل', 'خلال', '10', 'دقائق']","['طريقي،', 'سأصل', 'خلال', '10', 'دقائق']",طَرِيقِيّ ، سَ أَصل خِلَالَ 10 دَقِيقَة
ham,لا تقلق، كل شيء سيكون على ما يرام.,لا تقلق، كل شيء سيكون على ما يرام,"['لا', 'تقلق،', 'كل', 'شيء', 'سيكون', 'على', 'ما', 'يرام']","['تقلق،', 'شيء', 'سيكون', 'يرام']",أَقلَق ، شَيء سِيكُون رَام
spam,تم اختراق جهاز الكمبيوتر الخاص بك، قم بتنزيل برنامجنا المجاني لمكافحة الفيروسات!,تم اختراق جهاز الكمبيوتر الخاص بك، قم بتنزيل برنامجنا المجاني لمكافحة الفيروسات,"['تم', 'اختراق', 'جهاز', 'الكمبيوتر', 'الخاص', 'بك،', 'قم', 'بتنزيل', 'برنامجنا', 'المجاني', 'لمكافحة', 'الفيروسات']","['تم', 'اختراق', 'جهاز', 'الكمبيوتر', 'الخاص', 'بك،', 'قم', 'بتنزيل', 'برنامجنا', 'المجاني', 'لمكافحة', 'الفيروسات']",تَمّ اِختِرَاق جِهَاز كَمبيُوتِر خَاصّ بِ هُوَ ، قَام بِ تَنزِيل برنامجنا مَجَّانِيّ لِ مُكَافَحَة فَيرُوس
ham,أنا سعيد جدًا من أجلك!,أنا سعيد جدًا من أجلك,"['أنا', 'سعيد', 'جدًا', 'من', 'أجلك']","['سعيد', 'جدًا', 'أجلك']",سَعِيد جِدّ أجلك
ham,مرحبًا خالد، هل ستأتي إلى الحفلة هذا الأسبوع؟,مرحبًا خالد، هل ستأتي إلى الحفلة هذا الأسبوع,"['مرحبًا', 'خالد،', 'هل', 'ستأتي', 'إلى', 'الحفلة', 'هذا', 'الأسبوع']","['مرحبًا', 'خالد،', 'ستأتي', 'الحفلة', 'الأسبوع']",مُرَحَّب خالد ، سَ أَتَى حَفلَة أُسبُوع
spam,استثمر 100 يورو، اربح 1000 يورو في أسبوع!,استثمر 100 يورو، اربح 1000 يورو في أسبوع,"['استثمر', '100', 'يورو،', 'اربح', '1000', 'يورو', 'في', 'أسبوع']","['استثمر', '100', 'يورو،', 'اربح', '1000', 'أسبوع']",اِستَثمَر 100 يُورُو ، أُربُح 1000 أُسبُوع
spam,عاجل: سيتم إيقاف بطاقة SIM الخاصة بك خلال 24 ساعة، اتبع هذا الرابط: www.operateur-fake.com,عاجل سيتم إيقاف بطاقة sim الخاصة بك خلال 24 ساعة، اتبع هذا الرابط wwwoperateurfakecom,"['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'بك', 'خلال', '24', 'ساعة،', 'اتبع', 'هذا', 'الرابط', 'wwwoperateurfakecom']","['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'خلال', '24', 'ساعة،', 'اتبع', 'الرابط', 'wwwoperateurfakecom']",عَاجِل سَ تَمّ إِيقَاف بِطَاقَة sim خَاصّ خِلَالَ 24 سَاعَة ، اِتَّبَع رَابِط wwwope r ateurfak eco m
spam,لقد كنت الفائز المحظوظ لهذا اليوم!,لقد كنت الفائز المحظوظ لهذا اليوم,"['لقد', 'كنت', 'الفائز', 'المحظوظ', 'لهذا', 'اليوم']","['لقد', 'كنت', 'الفائز', 'المحظوظ', 'لهذا', 'اليوم']",لقد كَان فَائِز مَحظُوظ لِ هٰذَا يَوم
ham,هل نلتقي الساعة 18 كما هو متفق عليه؟,هل نلتقي الساعة 18 كما هو متفق عليه,"['هل', 'نلتقي', 'الساعة', '18', 'كما', 'هو', 'متفق', 'عليه']","['نلتقي', 'الساعة', '18', 'متفق']",نلتقي سَاعَة 18 مُتَّفَق
ham,كن حذرًا عند عودتك الليلة.,كن حذرًا عند عودتك الليلة,"['كن', 'حذرًا', 'عند', 'عودتك', 'الليلة']","['حذرًا', 'عودتك', 'الليلة']",حِذر عَودَة هُوَ لَيلَة
spam,تهانينا! لقد ربحت هاتف آيفون 15، انقر هنا لاستلامه: www.fake-link.com,تهانينا لقد ربحت هاتف آيفون 15، انقر هنا لاستلامه wwwfakelinkcom,"['تهانينا', 'لقد', 'ربحت', 'هاتف', 'آيفون', '15،', 'انقر', 'هنا', 'لاستلامه', 'wwwfakelinkcom']","['تهانينا', 'لقد', 'ربحت', 'هاتف', 'آيفون', '15،', 'انقر', 'لاستلامه', 'wwwfakelinkcom']",تَهنِين لقد رَبَح هَاتِف آيفون 15 ، أَنقَر لِ اِستِلَام هُوَ wwwfakelinkco m
ham,لا تنسَ موعدنا مع الطبيب.,لا تنسَ موعدنا مع الطبيب,"['لا', 'تنسَ', 'موعدنا', 'مع', 'الطبيب']","['تنسَ', 'موعدنا', 'الطبيب']",نَسََّ موعدنا طَبِيب
spam,تحذير: تم اختراق حسابك على Facebook، أعد تعيين كلمة المرور هنا.,تحذير تم اختراق حسابك على facebook، أعد تعيين كلمة المرور هنا,"['تحذير', 'تم', 'اختراق', 'حسابك', 'على', 'facebook،', 'أعد', 'تعيين', 'كلمة', 'المرور', 'هنا']","['تحذير', 'تم', 'اختراق', 'حسابك', 'facebook،', 'أعد', 'تعيين', 'كلمة', 'المرور']",تَحذِير تَمّ اِختِرَاق حَسَّابَك أَacُeوَoُoِّ ، أَعَدّ تَعيِين كَلِمَة مُرُور
spam,فاتورتك الهاتفية في انتظار السداد، قم بالدفع هنا.,فاتورتك الهاتفية في انتظار السداد، قم بالدفع هنا,"['فاتورتك', 'الهاتفية', 'في', 'انتظار', 'السداد،', 'قم', 'بالدفع', 'هنا']","['فاتورتك', 'الهاتفية', 'انتظار', 'السداد،', 'قم', 'بالدفع']",فَ اِتوَرتك هَاتِفِيّ اِنتِظَار سَدَاد ، قَام بالدفع
spam,احمِ بياناتك المصرفية الآن.,احمِ بياناتك المصرفية الآن,"['احمِ', 'بياناتك', 'المصرفية', 'الآن']","['احمِ', 'بياناتك', 'المصرفية']",أَحمَِ بَيَان هُوَ مَصرِفِيّ
ham,مرحبًا خالد، هل تريد أن نذهب لتناول القهوة غدًا؟,مرحبًا خالد، هل تريد أن نذهب لتناول القهوة غدًا,"['مرحبًا', 'خالد،', 'هل', 'تريد', 'أن', 'نذهب', 'لتناول', 'القهوة', 'غدًا']","['مرحبًا', 'خالد،', 'تريد', 'نذهب', 'لتناول', 'القهوة', 'غدًا']",مُرَحَّب خالد ، أَرَاد نذهب لِ تَنَاوُل قَهوَة غَد
ham,لا تنسَ اجتماعنا غدًا في الساعة 9 صباحًا.,لا تنسَ اجتماعنا غدًا في الساعة 9 صباحًا,"['لا', 'تنسَ', 'اجتماعنا', 'غدًا', 'في', 'الساعة', '9', 'صباحًا']","['تنسَ', 'اجتماعنا', 'غدًا', 'الساعة', '9', 'صباحًا']",نَسََّ اِجتِمَاع هُوَ غَد سَاعَة 9 صَبَاح
spam,تهانينا! أنت مؤهل للحصول على قرض بقيمة 5000 دولار. اتصل بنا الآن!,تهانينا أنت مؤهل للحصول على قرض بقيمة 5000 دولار اتصل بنا الآن,"['تهانينا', 'أنت', 'مؤهل', 'للحصول', 'على', 'قرض', 'بقيمة', '5000', 'دولار', 'اتصل', 'بنا', 'الآن']","['تهانينا', 'مؤهل', 'للحصول', 'قرض', 'بقيمة', '5000', 'اتصل']",تَهنِين مُؤَهَّل لِ حُصُول قَرض بِ قِيمَة 5000 اِتَّصَل
ham,سأصل إلى منزلك خلال 5 دقائق.,سأصل إلى منزلك خلال 5 دقائق,"['سأصل', 'إلى', 'منزلك', 'خلال', '5', 'دقائق']","['سأصل', 'منزلك', 'خلال', '5', 'دقائق']",سَ أَصل منزلك خِلَالَ 5 دَقِيقَة
ham,أتمنى أن تكون بخير، لم نلتقِ منذ فترة!,أتمنى أن تكون بخير، لم نلتقِ منذ فترة,"['أتمنى', 'أن', 'تكون', 'بخير،', 'لم', 'نلتقِ', 'منذ', 'فترة']","['أتمنى', 'تكون', 'بخير،', 'نلتقِ', 'فترة']",تَمَنَّى كَان بِ خَير ، اِلتَقَِ فَترَة
ham,لا تقلق، كل شيء سيكون على ما يرام.,لا تقلق، كل شيء سيكون على ما يرام,"['لا', 'تقلق،', 'كل', 'شيء', 'سيكون', 'على', 'ما', 'يرام']","['تقلق،', 'شيء', 'سيكون', 'يرام']",أَقلَق ، شَيء سِيكُون رَام
spam,عاجل: سيتم إيقاف بطاقة SIM الخاصة بك خلال 24 ساعة، اتبع هذا الرابط: www.operateur-fake.com,عاجل سيتم إيقاف بطاقة sim الخاصة بك خلال 24 ساعة، اتبع هذا الرابط wwwoperateurfakecom,"['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'بك', 'خلال', '24', 'ساعة،', 'اتبع', 'هذا', 'الرابط', 'wwwoperateurfakecom']","['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'خلال', '24', 'ساعة،', 'اتبع', 'الرابط', 'wwwoperateurfakecom']",عَاجِل سَ تَمّ إِيقَاف بِطَاقَة sim خَاصّ خِلَالَ 24 سَاعَة ، اِتَّبَع رَابِط wwwope r ateurfak eco m
spam,استفد من هذا العرض الحصري، ولكن سارع، الكمية محدودة!,استفد من هذا العرض الحصري، ولكن سارع، الكمية محدودة,"['استفد', 'من', 'هذا', 'العرض', 'الحصري،', 'ولكن', 'سارع،', 'الكمية', 'محدودة']","['استفد', 'العرض', 'الحصري،', 'سارع،', 'الكمية', 'محدودة']",اِستَفَدّ عَرض حَصرِيّ ، سَارَع ، كَمِّيَّة مَحدُود
spam,استثمر 100 يورو، اربح 1000 يورو في أسبوع!,استثمر 100 يورو، اربح 1000 يورو في أسبوع,"['استثمر', '100', 'يورو،', 'اربح', '1000', 'يورو', 'في', 'أسبوع']","['استثمر', '100', 'يورو،', 'اربح', '1000', 'أسبوع']",اِستَثمَر 100 يُورُو ، أُربُح 1000 أُسبُوع
ham,حظًا موفقًا في امتحانك غدًا!,حظًا موفقًا في امتحانك غدًا,"['حظًا', 'موفقًا', 'في', 'امتحانك', 'غدًا']","['حظًا', 'موفقًا', 'امتحانك', 'غدًا']",حَظّ مُوَفَّق امتحانك غَد
ham,هل استلمت رسالتي؟,هل استلمت رسالتي,"['هل', 'استلمت', 'رسالتي']","['استلمت', 'رسالتي']",اِستَلَم رَسالَة
ham,مرحبًا، أنا متأخر بسبب الزحام المروري. أراك قريبًا!,مرحبًا، أنا متأخر بسبب الزحام المروري أراك قريبًا,"['مرحبًا،', 'أنا', 'متأخر', 'بسبب', 'الزحام', 'المروري', 'أراك', 'قريبًا']","['مرحبًا،', 'متأخر', 'بسبب', 'الزحام', 'المروري', 'أراك', 'قريبًا']",مُرَحَّب ، مُتَأَخِّر بِ سَبَب زِحَام مُرَوِّر أَرَاك قَرِيب
spam,هل تحتاج إلى المال بسرعة؟ احصل على 1000 يورو اليوم!,هل تحتاج إلى المال بسرعة احصل على 1000 يورو اليوم,"['هل', 'تحتاج', 'إلى', 'المال', 'بسرعة', 'احصل', 'على', '1000', 'يورو', 'اليوم']","['تحتاج', 'المال', 'بسرعة', 'احصل', '1000', 'اليوم']",اِحتَاج مَال بِ سُرعَة حَصل 1000 يَوم
spam,اشترِ منتجًا واحدًا واحصل على 3 مجانًا!,اشترِ منتجًا واحدًا واحصل على 3 مجانًا,"['اشترِ', 'منتجًا', 'واحدًا', 'واحصل', 'على', '3', 'مجانًا']","['اشترِ', 'منتجًا', 'واحدًا', 'واحصل', '3', 'مجانًا']",اِشتَرَى مُنتَج وَاحِد وَ حَصَل 3 مَجَّان
ham,سنلتقي قريبًا، لا أطيق الانتظار!,سنلتقي قريبًا، لا أطيق الانتظار,"['سنلتقي', 'قريبًا،', 'لا', 'أطيق', 'الانتظار']","['سنلتقي', 'قريبًا،', 'أطيق', 'الانتظار']",سَ نلتقي قَرِيب ، أَطَاق اِنتِظَار
spam,عاجل: سيتم إيقاف بطاقة SIM الخاصة بك خلال 24 ساعة، اتبع هذا الرابط: www.operateur-fake.com,عاجل سيتم إيقاف بطاقة sim الخاصة بك خلال 24 ساعة، اتبع هذا الرابط wwwoperateurfakecom,"['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'بك', 'خلال', '24', 'ساعة،', 'اتبع', 'هذا', 'الرابط', 'wwwoperateurfakecom']","['عاجل', 'سيتم', 'إيقاف', 'بطاقة', 'sim', 'الخاصة', 'خلال', '24', 'ساعة،', 'اتبع', 'الرابط', 'wwwoperateurfakecom']",عَاجِل سَ تَمّ إِيقَاف بِطَاقَة sim خَاصّ خِلَالَ 24 سَاعَة ، اِتَّبَع رَابِط wwwope r ateurfak eco m
ham,أنا عالق في زحمة المرور...,أنا عالق في زحمة المرور,"['أنا', 'عالق', 'في', 'زحمة', 'المرور']","['عالق', 'زحمة', 'المرور']",عَالِق زَحمَة مُرُور
spam,قرض سريع بدون فحص، احصل على 5000 يورو خلال 24 ساعة.,قرض سريع بدون فحص، احصل على 5000 يورو خلال 24 ساعة,"['قرض', 'سريع', 'بدون', 'فحص،', 'احصل', 'على', '5000', 'يورو', 'خلال', '24', 'ساعة']","['قرض', 'سريع', 'بدون', 'فحص،', 'احصل', '5000', 'خلال', '24', 'ساعة']",قَرض سَرِيع بدون فَحص ، أَحصَل 5000 خِلَالَ 24 سَاعَة
ham,هل نلتقي الساعة 18 كما هو متفق عليه؟,هل نلتقي الساعة 18 كما هو متفق عليه,"['هل', 'نلتقي', 'الساعة', '18', 'كما', 'هو', 'متفق', 'عليه']","['نلتقي', 'الساعة', '18', 'متفق']",نلتقي سَاعَة 18 مُتَّفَق
spam,تم اختيار حسابك للحصول على مكافأة بقيمة 50000 دولار. انقر هنا للمطالبة: www.رابط-وهمي1.com,تم اختيار حسابك للحصول على مكافأة بقيمة 50000 دولار انقر هنا للمطالبة wwwرابطوهمي1com,"['تم', 'اختيار', 'حسابك', 'للحصول', 'على', 'مكافأة', 'بقيمة', '50000', 'دولار', 'انقر', 'هنا', 'للمطالبة', 'wwwرابطوهمي1com']","['تم', 'اختيار', 'حسابك', 'للحصول', 'مكافأة', 'بقيمة', '50000', 'انقر', 'للمطالبة', 'wwwرابطوهمي1com']",تَمّ اِختِيَار حَسَّابَك لِ حُصُول مُكَافَأَة بِ قِيمَة 50000 أَنقَر لِ مُطَالَبَة wwwرابطوهمي 1co m
spam,تم اختيارك لتجربة منتج مجاني، سجل الآن!,تم اختيارك لتجربة منتج مجاني، سجل الآن,"['تم', 'اختيارك', 'لتجربة', 'منتج', 'مجاني،', 'سجل', 'الآن']","['تم', 'اختيارك', 'لتجربة', 'منتج', 'مجاني،', 'سجل']",تَمّ اِختِيَارك لِ تَجرِبَة مُنتَج مَجَّانِيّ ، سَجَّل
spam,احصل على خصم فوري بنسبة 50% على طلبك القادم!,احصل على خصم فوري بنسبة 50 على طلبك القادم,"['احصل', 'على', 'خصم', 'فوري', 'بنسبة', '50', 'على', 'طلبك', 'القادم']","['احصل', 'خصم', 'فوري', 'بنسبة', '50', 'طلبك', 'القادم']",حَصل خَصَم فَورِيّ بِ نِسبَة 50 طَلَبك قَادِم
spam,لقد كنت الفائز المحظوظ لهذا اليوم!,لقد كنت الفائز المحظوظ لهذا اليوم,"['لقد', 'كنت', 'الفائز', 'المحظوظ', 'لهذا', 'اليوم']","['لقد', 'كنت', 'الفائز', 'المحظوظ', 'لهذا', 'اليوم']",لقد كَان فَائِز مَحظُوظ لِ هٰذَا يَوم
spam,اشترك في سحبنا لفرصة الفوز بسيارة جديدة!,اشترك في سحبنا لفرصة الفوز بسيارة جديدة,"['اشترك', 'في', 'سحبنا', 'لفرصة', 'الفوز', 'بسيارة', 'جديدة']","['اشترك', 'سحبنا', 'لفرصة', 'الفوز', 'بسيارة', 'جديدة']",اِشتِركِيّ سحبنا لِ فُرصَة فَوز بِ سَيَّارَة جَدِيد
ham,كان الفيلم الذي شاهدناه أمس رائعًا، يجب أن تراه!,كان الفيلم الذي شاهدناه أمس رائعًا، يجب أن تراه,"['كان', 'الفيلم', 'الذي', 'شاهدناه', 'أمس', 'رائعًا،', 'يجب', 'أن', 'تراه']","['الفيلم', 'شاهدناه', 'رائعًا،', 'يجب', 'تراه']",فِيلم شاهدناه رَائِع ، وَجَب تراه
ham,لا تنسَ موعدنا مع الطبيب.,لا تنسَ موعدنا مع الطبيب,"['لا', 'تنسَ', 'موعدنا', 'مع', 'الطبيب']","['تنسَ', 'موعدنا', 'الطبيب']",نَسََّ موعدنا طَبِيب
ham,أنا متحمس جدًا لرؤيتك قريبًا!,أنا متحمس جدًا لرؤيتك قريبًا,"['أنا', 'متحمس', 'جدًا', 'لرؤيتك', 'قريبًا']","['متحمس', 'جدًا', 'لرؤيتك', 'قريبًا']",مُتَحَمِّس جِدّ لِ رُؤيَة هُوَ قَرِيب
spam,اشترِ منتجًا واحدًا واحصل على 3 مجانًا!,اشترِ منتجًا واحدًا واحصل على 3 مجانًا,"['اشترِ', 'منتجًا', 'واحدًا', 'واحصل', 'على', '3', 'مجانًا']","['اشترِ', 'منتجًا', 'واحدًا', 'واحصل', '3', 'مجانًا']",اِشتَرَى مُنتَج وَاحِد وَ حَصَل 3 مَجَّان
spam,تحذير: تم اختراق حسابك على Facebook، أعد تعيين كلمة المرور هنا.,تحذير تم اختراق حسابك على facebook، أعد تعيين كلمة المرور هنا,"['تحذير', 'تم', 'اختراق', 'حسابك', 'على', 'facebook،', 'أعد', 'تعيين', 'كلمة', 'المرور', 'هنا']","['تحذير', 'تم', 'اختراق', 'حسابك', 'facebook،', 'أعد', 'تعيين', 'كلمة', 'المرور']",تَحذِير تَمّ اِختِرَاق حَسَّابَك أَacُeوَoُoِّ ، أَعَدّ تَعيِين كَلِمَة مُرُور
ham,أتمنى أن تكون بخير، لم نلتقِ منذ فترة!,أتمنى أن تكون بخير، لم نلتقِ منذ فترة,"['أتمنى', 'أن', 'تكون', 'بخير،', 'لم', 'نلتقِ', 'منذ', 'فترة']","['أتمنى', 'تكون', 'بخير،', 'نلتقِ', 'فترة']",تَمَنَّى كَان بِ خَير ، اِلتَقَِ فَترَة
ham,الطقس جميل اليوم، هل نخرج؟,الطقس جميل اليوم، هل نخرج,"['الطقس', 'جميل', 'اليوم،', 'هل', 'نخرج']","['الطقس', 'جميل', 'اليوم،', 'نخرج']",طَقس جَمِيل يَوم ، نخرج
ham,هل ستأتي إلى التمرين هذا المساء؟,هل ستأتي إلى التمرين هذا المساء,"['هل', 'ستأتي', 'إلى', 'التمرين', 'هذا', 'المساء']","['ستأتي', 'التمرين', 'المساء']",سَ أَتَى تَمرِين مَسَاء
ham,شكرًا على رسالتك. سأتصل بك لاحقًا.,شكرًا على رسالتك سأتصل بك لاحقًا,"['شكرًا', 'على', 'رسالتك', 'سأتصل', 'بك', 'لاحقًا']","['شكرًا', 'رسالتك', 'سأتصل', 'لاحقًا']",شُكر رِسَالَة هُوَ سَ اِتَّصَل لَاحِق
spam,تم اختراق حساب PayPal الخاص بك، قم بإعادة تعيين كلمة المرور هنا.,تم اختراق حساب paypal الخاص بك، قم بإعادة تعيين كلمة المرور هنا,"['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور', 'هنا']","['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور']",تَمّ اِختِرَاق حِسَاب paypal خَاصّ بِ هُوَ ، قَام بِ إِعَادَة تَعيِين كَلِمَة مُرُور
ham,أنا أنتظرك أمام المحطة.,أنا أنتظرك أمام المحطة,"['أنا', 'أنتظرك', 'أمام', 'المحطة']","['أنتظرك', 'المحطة']",اِنتَظَر مَحَطَّة
ham,أنا عالق في زحمة المرور...,أنا عالق في زحمة المرور,"['أنا', 'عالق', 'في', 'زحمة', 'المرور']","['عالق', 'زحمة', 'المرور']",عَالِق زَحمَة مُرُور
ham,أنا في اجتماع، سأتصل بك بعد ذلك.,أنا في اجتماع، سأتصل بك بعد ذلك,"['أنا', 'في', 'اجتماع،', 'سأتصل', 'بك', 'بعد', 'ذلك']","['اجتماع،', 'سأتصل']",اِجتِمَاع ، سَ اِتَّصَل
spam,تم اختراق حساب PayPal الخاص بك، قم بإعادة تعيين كلمة المرور هنا.,تم اختراق حساب paypal الخاص بك، قم بإعادة تعيين كلمة المرور هنا,"['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور', 'هنا']","['تم', 'اختراق', 'حساب', 'paypal', 'الخاص', 'بك،', 'قم', 'بإعادة', 'تعيين', 'كلمة', 'المرور']",تَمّ اِختِرَاق حِسَاب paypal خَاصّ بِ هُوَ ، قَام بِ إِعَادَة تَعيِين كَلِمَة مُرُور
spam,أخيرًا تم كشف سر المليونيرات: سجل الآن مجانًا.,أخيرًا تم كشف سر المليونيرات سجل الآن مجانًا,"['أخيرًا', 'تم', 'كشف', 'سر', 'المليونيرات', 'سجل', 'الآن', 'مجانًا']","['أخيرًا', 'تم', 'كشف', 'سر', 'المليونيرات', 'سجل', 'مجانًا']",أَخِير تَمّ كَشف سِرّ مَليُونِيرَات سَجَّل مَجَان
spam,قم بتنزيل هذا التطبيق واحصل على قسيمة شراء بقيمة 50 يورو.,قم بتنزيل هذا التطبيق واحصل على قسيمة شراء بقيمة 50 يورو,"['قم', 'بتنزيل', 'هذا', 'التطبيق', 'واحصل', 'على', 'قسيمة', 'شراء', 'بقيمة', '50', 'يورو']","['قم', 'بتنزيل', 'التطبيق', 'واحصل', 'قسيمة', 'شراء', 'بقيمة', '50']",قَام بِ تَنزِيل تَطبِيق وَ حَصَل قَسِيمَة شِرَاء بِ قِيمَة 50
ham,مرحبًا زينب، كيف حالك؟ هل نلتقي هذا المساء لتناول العشاء؟,مرحبًا زينب، كيف حالك هل نلتقي هذا المساء لتناول العشاء,"['مرحبًا', 'زينب،', 'كيف', 'حالك', 'هل', 'نلتقي', 'هذا', 'المساء', 'لتناول', 'العشاء']","['مرحبًا', 'زينب،', 'حالك', 'نلتقي', 'المساء', 'لتناول', 'العشاء']",مَرحَبًا زينب ، حالك نلتقي مَسَاء لِ تَنَاوُل عَشَاء
ham,لدي خبر رائع أريد إخبارك به!,لدي خبر رائع أريد إخبارك به,"['لدي', 'خبر', 'رائع', 'أريد', 'إخبارك', 'به']","['لدي', 'خبر', 'رائع', 'أريد', 'إخبارك']",لَدَى خَبَر رَائِع أَرَاد هُوَ
spam,عرض حصري! احصل على قرض بقيمة 1000 دولار بدون رسوم. انقر هنا: www.رابط-وهمي2.com,عرض حصري احصل على قرض بقيمة 1000 دولار بدون رسوم انقر هنا wwwرابطوهمي2com,"['عرض', 'حصري', 'احصل', 'على', 'قرض', 'بقيمة', '1000', 'دولار', 'بدون', 'رسوم', 'انقر', 'هنا', 'wwwرابطوهمي2com']","['عرض', 'حصري', 'احصل', 'قرض', 'بقيمة', '1000', 'بدون', 'رسوم', 'انقر', 'wwwرابطوهمي2com']",عَرض حِصرِيّ حَصل قَرض بِ قِيمَة 1000 بدون رَسم انقر wwwرابطوهمي 2co m
ham,لدي خبر رائع أريد إخبارك به!,لدي خبر رائع أريد إخبارك به,"['لدي', 'خبر', 'رائع', 'أريد', 'إخبارك', 'به']","['لدي', 'خبر', 'رائع', 'أريد', 'إخبارك']",لَدَى خَبَر رَائِع أَرَاد هُوَ
